year,games_slug,sport,event,event_gender,participant_type,participant_title,athlete,athlete_url,country,country_code,noc,medal,gold,silver,bronze
2016,rio-2016,Athletics,marathon women,Women,Athlete,nan,Eunice Jepkirui KIRWA,https://olympics.com/en/athletes/eunice-jepkirui-kirwa,Bahrain,BH,BRN,SILVER,0,1,0
2016,rio-2016,Athletics,marathon women,Women,Athlete,nan,Mare DIBABA,https://olympics.com/en/athletes/mare-dibaba,Ethiopia,ET,ETH,BRONZE,0,0,1
2016,rio-2016,Athletics,decathlon men,Men,Athlete,nan,Ashton EATON,https://olympics.com/en/athletes/ashton-eaton,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,decathlon men,Men,Athlete,nan,Kevin MAYER,https://olympics.com/en/athletes/kevin-mayer,France,FR,FRA,SILVER,0,1,0
2016,rio-2016,Athletics,decathlon men,Men,Athlete,nan,Damian WARNER,https://olympics.com/en/athletes/damian-warner,Canada,CA,CAN,BRONZE,0,0,1
2016,rio-2016,Athletics,100m hurdles women,Women,Athlete,nan,Brianna ROLLINS,https://olympics.com/en/athletes/brianna-rollins,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,100m hurdles women,Women,Athlete,nan,Nia ALI,https://olympics.com/en/athletes/nia-ali,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,100m hurdles women,Women,Athlete,nan,Kristi CASTLIN,https://olympics.com/en/athletes/kristi-castlin,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Athletics,1500m men,Men,Athlete,nan,Matthew CENTROWITZ,https://olympics.com/en/athletes/matthew-centrowitz-1,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,1500m men,Men,Athlete,nan,Taoufik MAKHLOUFI,https://olympics.com/en/athletes/taoufik-makhloufi,Algeria,DZ,ALG,SILVER,0,1,0
2016,rio-2016,Athletics,1500m men,Men,Athlete,nan,Nicholas WILLIS,https://olympics.com/en/athletes/nicholas-willis,New Zealand,NZ,NZL,BRONZE,0,0,1
2016,rio-2016,Athletics,discus throw men,Men,Athlete,nan,Christoph HARTING,https://olympics.com/en/athletes/christoph-harting,Germany,DE,GER,GOLD,1,0,0
2016,rio-2016,Athletics,discus throw men,Men,Athlete,nan,Piotr MALACHOWSKI,https://olympics.com/en/athletes/piotr-malachowski,Poland,PL,POL,SILVER,0,1,0
2016,rio-2016,Athletics,discus throw men,Men,Athlete,nan,Daniel JASINSKI,https://olympics.com/en/athletes/daniel-jasinski,Germany,DE,GER,BRONZE,0,0,1
2016,rio-2016,Athletics,pole vault women,Women,Athlete,nan,Ekaterini STEFANIDI,https://olympics.com/en/athletes/ekaterini-stefanidi,Greece,GR,GRE,GOLD,1,0,0
2016,rio-2016,Athletics,pole vault women,Women,Athlete,nan,Sandi MORRIS,https://olympics.com/en/athletes/sandi-morris,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,pole vault women,Women,Athlete,nan,Eliza MCCARTNEY,https://olympics.com/en/athletes/eliza-mccartney,New Zealand,NZ,NZL,BRONZE,0,0,1
2016,rio-2016,Athletics,10000m women,Women,Athlete,nan,Almaz AYANA,https://olympics.com/en/athletes/almaz-ayana,Ethiopia,ET,ETH,GOLD,1,0,0
2016,rio-2016,Athletics,10000m women,Women,Athlete,nan,Vivian Jepkemoi CHERUIYOT,https://olympics.com/en/athletes/vivian-jepkemoi-cheruiyot,Kenya,KE,KEN,SILVER,0,1,0
2016,rio-2016,Athletics,10000m women,Women,Athlete,nan,Tirunesh DIBABA,https://olympics.com/en/athletes/tirunesh-dibaba,Ethiopia,ET,ETH,BRONZE,0,0,1
2016,rio-2016,Athletics,shot put women,Women,Athlete,nan,Michelle CARTER,https://olympics.com/en/athletes/michelle-carter,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,shot put women,Women,Athlete,nan,Valerie ADAMS,https://olympics.com/en/athletes/valerie-adams,New Zealand,NZ,NZL,SILVER,0,1,0
2016,rio-2016,Athletics,shot put women,Women,Athlete,nan,Anita MARTON,https://olympics.com/en/athletes/anita-marton,Hungary,HU,HUN,BRONZE,0,0,1
2016,rio-2016,Athletics,200m men,Men,Athlete,nan,Usain BOLT,https://olympics.com/en/athletes/usain-bolt,Jamaica,JM,JAM,GOLD,1,0,0
2016,rio-2016,Athletics,200m men,Men,Athlete,nan,Andre DE GRASSE,https://olympics.com/en/athletes/andre-de-grasse,Canada,CA,CAN,SILVER,0,1,0
2016,rio-2016,Athletics,200m men,Men,Athlete,nan,Christophe LEMAITRE,https://olympics.com/en/athletes/christophe-lemaitre,France,FR,FRA,BRONZE,0,0,1
2016,rio-2016,Athletics,shot put men,Men,Athlete,nan,Ryan CROUSER,https://olympics.com/en/athletes/ryan-crouser,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,shot put men,Men,Athlete,nan,Joe KOVACS,https://olympics.com/en/athletes/joe-kovacs,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,shot put men,Men,Athlete,nan,Tomas WALSH,https://olympics.com/en/athletes/tomas-walsh,New Zealand,NZ,NZL,BRONZE,0,0,1
2016,rio-2016,Athletics,heptathlon women,Women,Athlete,nan,Nafissatou THIAM,https://olympics.com/en/athletes/nafissatou-thiam,Belgium,BE,BEL,GOLD,1,0,0
2016,rio-2016,Athletics,heptathlon women,Women,Athlete,nan,Jessica ENNIS,https://olympics.com/en/athletes/jessica-ennis,Great Britain,GB,GBR,SILVER,0,1,0
2016,rio-2016,Athletics,heptathlon women,Women,Athlete,nan,Brianne THEISEN,https://olympics.com/en/athletes/brianne-theisen,Canada,CA,CAN,BRONZE,0,0,1
2016,rio-2016,Athletics,5000m women,Women,Athlete,nan,Vivian Jepkemoi CHERUIYOT,https://olympics.com/en/athletes/vivian-jepkemoi-cheruiyot,Kenya,KE,KEN,GOLD,1,0,0
2016,rio-2016,Athletics,5000m women,Women,Athlete,nan,Hellen Onsando OBIRI,https://olympics.com/en/athletes/hellen-onsando-obiri,Kenya,KE,KEN,SILVER,0,1,0
2016,rio-2016,Athletics,5000m women,Women,Athlete,nan,Almaz AYANA,https://olympics.com/en/athletes/almaz-ayana,Ethiopia,ET,ETH,BRONZE,0,0,1
2016,rio-2016,Athletics,javelin throw men,Men,Athlete,nan,Thomas ROHLER,https://olympics.com/en/athletes/thomas-rohler,Germany,DE,GER,GOLD,1,0,0
2016,rio-2016,Athletics,javelin throw men,Men,Athlete,nan,Julius YEGO,https://olympics.com/en/athletes/julius-yego,Kenya,KE,KEN,SILVER,0,1,0
2016,rio-2016,Athletics,javelin throw men,Men,Athlete,nan,Keshorn WALCOTT,https://olympics.com/en/athletes/keshorn-walcott,Trinidad and Tobago,,TTO,BRONZE,0,0,1
2016,rio-2016,Athletics,triple jump women,Women,Athlete,nan,Caterine IBARGUEN,https://olympics.com/en/athletes/caterine-ibarguen,Colombia,CO,COL,GOLD,1,0,0
2016,rio-2016,Athletics,triple jump women,Women,Athlete,nan,Yulimar ROJAS,https://olympics.com/en/athletes/yulimar-rojas,Venezuela,VE,VEN,SILVER,0,1,0
2016,rio-2016,Athletics,triple jump women,Women,Athlete,nan,Olga RYPAKOVA,https://olympics.com/en/athletes/olga-rypakova,Kazakhstan,KZ,KAZ,BRONZE,0,0,1
2016,rio-2016,Athletics,marathon men,Men,Athlete,nan,Eliud KIPCHOGE,https://olympics.com/en/athletes/eliud-kipchoge,Kenya,KE,KEN,GOLD,1,0,0
2016,rio-2016,Athletics,marathon men,Men,Athlete,nan,Feyisa LILESA,https://olympics.com/en/athletes/feyisa-lilesa,Ethiopia,ET,ETH,SILVER,0,1,0
2016,rio-2016,Athletics,marathon men,Men,Athlete,nan,Galen RUPP,https://olympics.com/en/athletes/galen-rupp,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Athletics,400m hurdles men,Men,Athlete,nan,Kerron CLEMENT,https://olympics.com/en/athletes/kerron-clement,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,400m hurdles men,Men,Athlete,nan,Boniface Mucheru TUMUTI,https://olympics.com/en/athletes/boniface-mucheru-tumuti,Kenya,KE,KEN,SILVER,0,1,0
2016,rio-2016,Athletics,400m hurdles men,Men,Athlete,nan,Yasmani COPELLO,https://olympics.com/en/athletes/yasmani-copello,Turkey,TR,TUR,BRONZE,0,0,1
2016,rio-2016,Athletics,long jump women,Women,Athlete,nan,Tianna BARTOLETTA,https://olympics.com/en/athletes/tianna-bartoletta,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,long jump women,Women,Athlete,nan,Brittney REESE,https://olympics.com/en/athletes/brittney-reese,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,long jump women,Women,Athlete,nan,Ivana SPANOVIC,https://olympics.com/en/athletes/ivana-spanovic,Serbia,RS,SRB,BRONZE,0,0,1
2016,rio-2016,Athletics,4x400m relay men,Men,GameTeam,United States team,nan,,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,4x400m relay men,Men,GameTeam,Jamaica team,nan,,Jamaica,JM,JAM,SILVER,0,1,0
2016,rio-2016,Athletics,4x400m relay men,Men,GameTeam,The Bahamas team,nan,,Bahamas,BS,BAH,BRONZE,0,0,1
2016,rio-2016,Athletics,4x100m relay women,Women,GameTeam,United States team,nan,,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,4x100m relay women,Women,GameTeam,Jamaica team,nan,,Jamaica,JM,JAM,SILVER,0,1,0
2016,rio-2016,Athletics,4x100m relay women,Women,GameTeam,Great Britain team,nan,,Great Britain,GB,GBR,BRONZE,0,0,1
2016,rio-2016,Athletics,triple jump men,Men,Athlete,nan,Christian TAYLOR,https://olympics.com/en/athletes/christian-taylor,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,triple jump men,Men,Athlete,nan,Will CLAYE,https://olympics.com/en/athletes/will-claye,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,triple jump men,Men,Athlete,nan,Bin DONG,https://olympics.com/en/athletes/bin-dong,People's Republic of China,CN,CHN,BRONZE,0,0,1
2016,rio-2016,Athletics,400m men,Men,Athlete,nan,Wayde VAN NIEKERK,https://olympics.com/en/athletes/wayde-van-niekerk,South Africa,ZA,RSA,GOLD,1,0,0
2016,rio-2016,Athletics,400m men,Men,Athlete,nan,Kirani JAMES,https://olympics.com/en/athletes/kirani-james,Grenada,GD,GRN,SILVER,0,1,0
2016,rio-2016,Athletics,400m men,Men,Athlete,nan,Lashawn MERRITT,https://olympics.com/en/athletes/lashawn-merritt,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Athletics,discus throw women,Women,Athlete,nan,Sandra PERKOVIC,https://olympics.com/en/athletes/sandra-perkovic,Croatia,HR,CRO,GOLD,1,0,0
2016,rio-2016,Athletics,discus throw women,Women,Athlete,nan,Melina ROBERT-MICHON,https://olympics.com/en/athletes/melina-robert-michon-1,France,FR,FRA,SILVER,0,1,0
2016,rio-2016,Athletics,discus throw women,Women,Athlete,nan,Denia CABALLERO,https://olympics.com/en/athletes/denia-caballero,Cuba,CU,CUB,BRONZE,0,0,1
2016,rio-2016,Athletics,100m women,Women,Athlete,nan,Elaine THOMPSON-HERAH,https://olympics.com/en/athletes/elaine-thompson,Jamaica,JM,JAM,GOLD,1,0,0
2016,rio-2016,Athletics,100m women,Women,Athlete,nan,Tori BOWIE,https://olympics.com/en/athletes/tori-bowie,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,100m women,Women,Athlete,nan,Shelly-Ann FRASER-PRYCE,https://olympics.com/en/athletes/shelly-ann-fraser-pryce,Jamaica,JM,JAM,BRONZE,0,0,1
2016,rio-2016,Athletics,4x100m relay men,Men,GameTeam,Jamaica team,nan,,Jamaica,JM,JAM,GOLD,1,0,0
2016,rio-2016,Athletics,4x100m relay men,Men,GameTeam,Japan team,nan,,Japan,JP,JPN,SILVER,0,1,0
2016,rio-2016,Athletics,4x100m relay men,Men,GameTeam,Canada team,nan,,Canada,CA,CAN,BRONZE,0,0,1
2016,rio-2016,Athletics,high jump women,Women,Athlete,nan,Ruth BEITIA,https://olympics.com/en/athletes/ruth-beitia,Spain,ES,ESP,GOLD,1,0,0
2016,rio-2016,Athletics,high jump women,Women,Athlete,nan,Mirela DEMIREVA,https://olympics.com/en/athletes/mirela-demireva,Bulgaria,BG,BUL,SILVER,0,1,0
2016,rio-2016,Athletics,high jump women,Women,Athlete,nan,Blanka VLASIC,https://olympics.com/en/athletes/blanka-vlasic,Croatia,HR,CRO,BRONZE,0,0,1
2016,rio-2016,Athletics,20km walk men,Men,Athlete,nan,Zhen WANG,https://olympics.com/en/athletes/zhen-wang,People's Republic of China,CN,CHN,GOLD,1,0,0
2016,rio-2016,Athletics,20km walk men,Men,Athlete,nan,Zelin CAI,https://olympics.com/en/athletes/zelin-cai,People's Republic of China,CN,CHN,SILVER,0,1,0
2016,rio-2016,Athletics,20km walk men,Men,Athlete,nan,Dane BIRD-SMITH,https://olympics.com/en/athletes/dane-bird-smith,Australia,AU,AUS,BRONZE,0,0,1
2016,rio-2016,Athletics,110m hurdles men,Men,Athlete,nan,Omar MCLEOD,https://olympics.com/en/athletes/omar-mcleod,Jamaica,JM,JAM,GOLD,1,0,0
2016,rio-2016,Athletics,110m hurdles men,Men,Athlete,nan,Orlando ORTEGA,https://olympics.com/en/athletes/orlando-ortega,Spain,ES,ESP,SILVER,0,1,0
2016,rio-2016,Athletics,110m hurdles men,Men,Athlete,nan,Dimitri BASCOU,https://olympics.com/en/athletes/dimitri-bascou,France,FR,FRA,BRONZE,0,0,1
2016,rio-2016,Athletics,javelin throw women,Women,Athlete,nan,Sara KOLAK,https://olympics.com/en/athletes/sara-kolak,Croatia,HR,CRO,GOLD,1,0,0
2016,rio-2016,Athletics,javelin throw women,Women,Athlete,nan,Sunette VILJOEN,https://olympics.com/en/athletes/sunette-viljoen,South Africa,ZA,RSA,SILVER,0,1,0
2016,rio-2016,Athletics,javelin throw women,Women,Athlete,nan,Barbora SPOTAKOVA,https://olympics.com/en/athletes/barbora-spotakova,Czech Republic,CZ,CZE,BRONZE,0,0,1
2016,rio-2016,Athletics,400m hurdles women,Women,Athlete,nan,Dalilah MUHAMMAD,https://olympics.com/en/athletes/dalilah-muhammad,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,400m hurdles women,Women,Athlete,nan,Sara Slott PETERSEN,https://olympics.com/en/athletes/sara-slott-petersen,Denmark,DK,DEN,SILVER,0,1,0
2016,rio-2016,Athletics,400m hurdles women,Women,Athlete,nan,Ashley SPENCER,https://olympics.com/en/athletes/ashley-spencer,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Athletics,3000m steeplechase men,Men,Athlete,nan,Conseslus KIPRUTO,https://olympics.com/en/athletes/conseslus-kipruto,Kenya,KE,KEN,GOLD,1,0,0
2016,rio-2016,Athletics,3000m steeplechase men,Men,Athlete,nan,Evan JAGER,https://olympics.com/en/athletes/evan-jager,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,3000m steeplechase men,Men,Athlete,nan,Mahiedine MEKHISSI,https://olympics.com/en/athletes/mahiedine-mekhissi,France,FR,FRA,BRONZE,0,0,1
2016,rio-2016,Athletics,long jump men,Men,Athlete,nan,Jeff HENDERSON,https://olympics.com/en/athletes/jeff-henderson,United States of America,US,USA,GOLD,1,0,0
2016,rio-2016,Athletics,long jump men,Men,Athlete,nan,Luvo MANYONGA,https://olympics.com/en/athletes/luvo-manyonga,South Africa,ZA,RSA,SILVER,0,1,0
2016,rio-2016,Athletics,long jump men,Men,Athlete,nan,Greg RUTHERFORD,https://olympics.com/en/athletes/greg-rutherford,Great Britain,GB,GBR,BRONZE,0,0,1
2016,rio-2016,Athletics,200m women,Women,Athlete,nan,Elaine THOMPSON-HERAH,https://olympics.com/en/athletes/elaine-thompson,Jamaica,JM,JAM,GOLD,1,0,0
2016,rio-2016,Athletics,200m women,Women,Athlete,nan,Dafne SCHIPPERS,https://olympics.com/en/athletes/dafne-schippers,Netherlands,NL,NED,SILVER,0,1,0
2016,rio-2016,Athletics,200m women,Women,Athlete,nan,Tori BOWIE,https://olympics.com/en/athletes/tori-bowie,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Athletics,20km race walk women,Women,Athlete,nan,Hong LIU,https://olympics.com/en/athletes/hong-liu,People's Republic of China,CN,CHN,GOLD,1,0,0
2016,rio-2016,Athletics,20km race walk women,Women,Athlete,nan,Maria Guadalupe GONZALEZ,https://olympics.com/en/athletes/maria-guadalupe-gonzalez,Mexico,MX,MEX,SILVER,0,1,0
2016,rio-2016,Athletics,20km race walk women,Women,Athlete,nan,Xiuzhi LU,https://olympics.com/en/athletes/xiuzhi-lu,People's Republic of China,CN,CHN,BRONZE,0,0,1
2016,rio-2016,Athletics,5000m men,Men,Athlete,nan,Mohamed FARAH,https://olympics.com/en/athletes/mohamed-farah,Great Britain,GB,GBR,GOLD,1,0,0
2016,rio-2016,Athletics,5000m men,Men,Athlete,nan,Paul Kipkemoi CHELIMO,https://olympics.com/en/athletes/paul-kipkemoi-chelimo,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,5000m men,Men,Athlete,nan,Hagos GEBRHIWET,https://olympics.com/en/athletes/hagos-gebrhiwet,Ethiopia,ET,ETH,BRONZE,0,0,1
2016,rio-2016,Athletics,800m women,Women,Athlete,nan,Caster SEMENYA,https://olympics.com/en/athletes/caster-semenya,South Africa,ZA,RSA,GOLD,1,0,0
2016,rio-2016,Athletics,800m women,Women,Athlete,nan,Francine NIYONSABA,https://olympics.com/en/athletes/francine-niyonsaba,Burundi,BI,BDI,SILVER,0,1,0
2016,rio-2016,Athletics,800m women,Women,Athlete,nan,Margaret Nyairera WAMBUI,https://olympics.com/en/athletes/margaret-nyairera-wambui,Kenya,KE,KEN,BRONZE,0,0,1
2016,rio-2016,Athletics,10000m men,Men,Athlete,nan,Mohamed FARAH,https://olympics.com/en/athletes/mohamed-farah,Great Britain,GB,GBR,GOLD,1,0,0
2016,rio-2016,Athletics,10000m men,Men,Athlete,nan,Paul Kipngetich TANUI,https://olympics.com/en/athletes/paul-kipngetich-tanui,Kenya,KE,KEN,SILVER,0,1,0
2016,rio-2016,Athletics,10000m men,Men,Athlete,nan,Tamirat TOLA,https://olympics.com/en/athletes/tamirat-tola,Ethiopia,ET,ETH,BRONZE,0,0,1
2016,rio-2016,Athletics,400m women,Women,Athlete,nan,Shaunae MILLER-UIBO,https://olympics.com/en/athletes/shaunae-miller,Bahamas,BS,BAH,GOLD,1,0,0
2016,rio-2016,Athletics,400m women,Women,Athlete,nan,Allyson FELIX,https://olympics.com/en/athletes/allyson-felix,United States of America,US,USA,SILVER,0,1,0
2016,rio-2016,Athletics,400m women,Women,Athlete,nan,Shericka JACKSON,https://olympics.com/en/athletes/shericka-jackson,Jamaica,JM,JAM,BRONZE,0,0,1
2016,rio-2016,Beach Volleyball,Beach volleyball women,Women,GameTeam,Germany team #1,Laura LUDWIG,https://olympics.com/en/athletes/laura-ludwig,Germany,DE,GER,GOLD,1,0,0
2016,rio-2016,Beach Volleyball,Beach volleyball women,Women,GameTeam,Germany team #1,Kira WALKENHORST,https://olympics.com/en/athletes/kira-walkenhorst,Germany,DE,GER,GOLD,1,0,0
2016,rio-2016,Beach Volleyball,Beach volleyball women,Women,GameTeam,Brazil team #1,Agatha BEDNARCZUK,https://olympics.com/en/athletes/agatha-bednarczuk,Brazil,BR,BRA,SILVER,0,1,0
2016,rio-2016,Beach Volleyball,Beach volleyball women,Women,GameTeam,Brazil team #1,Barbara SEIXAS DE FREITAS,https://olympics.com/en/athletes/barbara-seixas-de-freitas,Brazil,BR,BRA,SILVER,0,1,0
2016,rio-2016,Beach Volleyball,Beach volleyball women,Women,GameTeam,United States team #1,Kerri WALSH JENNINGS,https://olympics.com/en/athletes/kerri-walsh,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Beach Volleyball,Beach volleyball women,Women,GameTeam,United States team #1,April ROSS,https://olympics.com/en/athletes/april-ross,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Beach Volleyball,Beach volleyball men,Men,GameTeam,Brazil team #1,Alison CERUTTI,https://olympics.com/en/athletes/alison-cerutti,Brazil,BR,BRA,GOLD,1,0,0
2016,rio-2016,Beach Volleyball,Beach volleyball men,Men,GameTeam,Brazil team #1,Bruno SCHMIDT,https://olympics.com/en/athletes/bruno-schmidt,Brazil,BR,BRA,GOLD,1,0,0
2016,rio-2016,Beach Volleyball,Beach volleyball men,Men,GameTeam,Italy team #1,Paolo NICOLAI,https://olympics.com/en/athletes/paolo-nicolai,Italy,IT,ITA,SILVER,0,1,0
2016,rio-2016,Beach Volleyball,Beach volleyball men,Men,GameTeam,Italy team #1,Daniele LUPO,https://olympics.com/en/athletes/daniele-lupo,Italy,IT,ITA,SILVER,0,1,0
2016,rio-2016,Beach Volleyball,Beach volleyball men,Men,GameTeam,Netherlands team #1,Alexander BROUWER,https://olympics.com/en/athletes/alexander-brouwer,Netherlands,NL,NED,BRONZE,0,0,1
2016,rio-2016,Beach Volleyball,Beach volleyball men,Men,GameTeam,Netherlands team #1,Robert MEEUWSEN,https://olympics.com/en/athletes/robert-meeuwsen,Netherlands,NL,NED,BRONZE,0,0,1
2016,rio-2016,Weightlifting,75kg women,Women,Athlete,nan,Jong Sim RIM,https://olympics.com/en/athletes/jong-sim-rim,Democratic People's Republic of Korea,KP,PRK,GOLD,1,0,0
2016,rio-2016,Weightlifting,75kg women,Women,Athlete,nan,Darya NAUMAVA,https://olympics.com/en/athletes/darya-naumava,Belarus,BY,BLR,SILVER,0,1,0
2016,rio-2016,Weightlifting,75kg women,Women,Athlete,nan,Lidia VALENTIN PEREZ,https://olympics.com/en/athletes/lidia-valentin-perez-1,Spain,ES,ESP,BRONZE,0,0,1
2016,rio-2016,Weightlifting,63kg women,Women,Athlete,nan,Wei DENG,https://olympics.com/en/athletes/wei-deng,People's Republic of China,CN,CHN,GOLD,1,0,0
2016,rio-2016,Weightlifting,63kg women,Women,Athlete,nan,Hyo Sim CHOE,https://olympics.com/en/athletes/hyo-sim-choe,Democratic People's Republic of Korea,KP,PRK,SILVER,0,1,0
2016,rio-2016,Weightlifting,63kg women,Women,Athlete,nan,Karina GORICHEVA,https://olympics.com/en/athletes/karina-goricheva,Kazakhstan,KZ,KAZ,BRONZE,0,0,1
2016,rio-2016,Weightlifting,105kg heavyweight men,Men,Athlete,nan,Ruslan NURUDINOV,https://olympics.com/en/athletes/ruslan-nurudinov,Uzbekistan,UZ,UZB,GOLD,1,0,0
2016,rio-2016,Weightlifting,105kg heavyweight men,Men,Athlete,nan,Simon MARTIROSYAN,https://olympics.com/en/athletes/simon-martirosyan,Armenia,AM,ARM,SILVER,0,1,0
2016,rio-2016,Weightlifting,105kg heavyweight men,Men,Athlete,nan,Aleksandr Zaychikov,,Kazakhstan,KZ,KAZ,BRONZE,0,0,1
2016,rio-2016,Weightlifting,-56kg (bantamweight) men,Men,Athlete,nan,Qingquan LONG,https://olympics.com/en/athletes/qingquan-long,People's Republic of China,CN,CHN,GOLD,1,0,0
2016,rio-2016,Weightlifting,-56kg (bantamweight) men,Men,Athlete,nan,Yun Chol OM,https://olympics.com/en/athletes/yun-chol-om,Democratic People's Republic of Korea,KP,PRK,SILVER,0,1,0
2016,rio-2016,Weightlifting,-56kg (bantamweight) men,Men,Athlete,nan,Sinphet KRUAITHONG,https://olympics.com/en/athletes/sinphet-kruaithong,Thailand,TH,THA,BRONZE,0,0,1
2016,rio-2016,Weightlifting,53kg women,Women,Athlete,nan,Shu-Ching HSU,https://olympics.com/en/athletes/shu-ching-hsu,Chinese Taipei,TW,TPE,GOLD,1,0,0
2016,rio-2016,Weightlifting,53kg women,Women,Athlete,nan,Hidilyn DIAZ,https://olympics.com/en/athletes/hidilyn-diaz,Philippines,PH,PHI,SILVER,0,1,0
2016,rio-2016,Weightlifting,53kg women,Women,Athlete,nan,Jinhee YOON,https://olympics.com/en/athletes/jinhee-yoon,Republic of Korea,KR,KOR,BRONZE,0,0,1
2016,rio-2016,Weightlifting,85kg men,Men,Athlete,nan,Kianoush ROSTAMI,https://olympics.com/en/athletes/kianoush-rostami,Islamic Republic of Iran,IR,IRI,GOLD,1,0,0
2016,rio-2016,Weightlifting,85kg men,Men,Athlete,nan,Tao TIAN,https://olympics.com/en/athletes/tao-tian,People's Republic of China,CN,CHN,SILVER,0,1,0
2016,rio-2016,Weightlifting,85kg men,Men,Athlete,nan,Denis ULANOV,https://olympics.com/en/athletes/denis-ulanov,Kazakhstan,KZ,KAZ,BRONZE,0,0,1
2016,rio-2016,Weightlifting,62kg featherweight men,Men,Athlete,nan,Oscar FIGUEROA,https://olympics.com/en/athletes/oscar-figueroa,Colombia,CO,COL,GOLD,1,0,0
2016,rio-2016,Weightlifting,62kg featherweight men,Men,Athlete,nan,Eko Yuli IRAWAN,https://olympics.com/en/athletes/eko-yuli-irawan,Indonesia,ID,INA,SILVER,0,1,0
2016,rio-2016,Weightlifting,62kg featherweight men,Men,Athlete,nan,Farkhad KHARKI,https://olympics.com/en/athletes/farkhad-kharki,Kazakhstan,KZ,KAZ,BRONZE,0,0,1
2016,rio-2016,Weightlifting,+105kg men,Men,Athlete,nan,Lasha TALAKHADZE,https://olympics.com/en/athletes/lasha-talakhadze,Georgia,GE,GEO,GOLD,1,0,0
2016,rio-2016,Weightlifting,+105kg men,Men,Athlete,nan,Gor MINASYAN,https://olympics.com/en/athletes/gor-minasyan,Armenia,AM,ARM,SILVER,0,1,0
2016,rio-2016,Weightlifting,+105kg men,Men,Athlete,nan,Irakli TURMANIDZE,https://olympics.com/en/athletes/irakli-turmanidze,Georgia,GE,GEO,BRONZE,0,0,1
2016,rio-2016,Weightlifting,94kg men,Men,Athlete,nan,Sohrab MORADI,https://olympics.com/en/athletes/sohrab-moradi,Islamic Republic of Iran,IR,IRI,GOLD,1,0,0
2016,rio-2016,Weightlifting,94kg men,Men,Athlete,nan,Vadim Streltsov,,Belarus,BY,BLR,SILVER,0,1,0
2016,rio-2016,Weightlifting,94kg men,Men,Athlete,nan,Aurimas DIDZBALIS,https://olympics.com/en/athletes/aurimas-didzbalis,Lithuania,LT,LTU,BRONZE,0,0,1
2016,rio-2016,Weightlifting,69kg women,Women,Athlete,nan,Yanmei XIANG,https://olympics.com/en/athletes/yanmei-xiang,People's Republic of China,CN,CHN,GOLD,1,0,0
2016,rio-2016,Weightlifting,69kg women,Women,Athlete,nan,Zhazira ZHAPPARKUL,https://olympics.com/en/athletes/zhazira-zhapparkul,Kazakhstan,KZ,KAZ,SILVER,0,1,0
2016,rio-2016,Weightlifting,69kg women,Women,Athlete,nan,Sara AHMED,https://olympics.com/en/athletes/sara-ahmed,Egypt,EG,EGY,BRONZE,0,0,1
2016,rio-2016,Weightlifting,+75kg women,Women,Athlete,nan,Suping MENG,https://olympics.com/en/athletes/suping-meng,People's Republic of China,CN,CHN,GOLD,1,0,0
2016,rio-2016,Weightlifting,+75kg women,Women,Athlete,nan,Kuk Hyang KIM,https://olympics.com/en/athletes/kuk-hyang-kim-1,Democratic People's Republic of Korea,KP,PRK,SILVER,0,1,0
2016,rio-2016,Weightlifting,+75kg women,Women,Athlete,nan,Sarah ROBLES,https://olympics.com/en/athletes/sarah-robles,United States of America,US,USA,BRONZE,0,0,1
2016,rio-2016,Weightlifting,69kg men,Men,Athlete,nan,Zhiyong SHI,https://olympics.com/en/athletes/zhiyong-shi-1,People's Republic of China,CN,CHN,GOLD,1,0,0
