year,sport,event,event_gender,noc,country,medal,award_count
1952,Canoe Sprint,K1 500m kayak single women,Women,FIN,Finland,GOLD,1
1952,Canoe Sprint,K1 500m kayak single women,Women,URS,Soviet Union,BRONZE,1
1952,Canoe Sprint,K2 1000m kayak double men,Men,AUT,Austria,BRONZE,1
1952,Canoe Sprint,K2 1000m kayak double men,Men,FIN,Finland,GOLD,1
1952,Canoe Sprint,K2 1000m kayak double men,Men,SWE,Sweden,SILVER,1
1952,Cross Country Skiing,10km women,Women,FIN,Finland,BRONZE,1
1952,Cross Country Skiing,10km women,Women,FIN,Finland,GOLD,1
1952,Cross Country Skiing,10km women,Women,FIN,Finland,SILVER,1
1952,Cross Country Skiing,18km men,Men,FIN,Finland,BRONZE,1
1952,Cross Country Skiing,18km men,Men,FIN,Finland,SILVER,1
1952,Cross Country Skiing,18km men,Men,NOR,Norway,GOLD,1
1952,Cross Country Skiing,50km men,Men,FIN,Finland,GOLD,1
1952,Cross Country Skiing,50km men,Men,FIN,Finland,SILVER,1
1952,Cross Country Skiing,50km men,Men,NOR,Norway,BRONZE,1
1952,Cross Country Skiing,Relay 4x10km men,Men,FIN,Finland,GOLD,1
1952,Cross Country Skiing,Relay 4x10km men,Men,NOR,Norway,SILVER,1
1952,Cross Country Skiing,Relay 4x10km men,Men,SWE,Sweden,BRONZE,1
1952,Cycling Road,individual road race men,Men,BEL,Belgium,GOLD,1
1952,Cycling Road,individual road race men,Men,BEL,Belgium,SILVER,1
1952,Cycling Road,individual road race men,Men,GER,Germany,BRONZE,1
1952,Cycling Road,team time trial men,Men,BEL,Belgium,GOLD,1
1952,Cycling Road,team time trial men,Men,FRA,France,BRONZE,1
1952,Cycling Road,team time trial men,Men,ITA,Italy,SILVER,1
1952,Cycling Track,1km time trial men,Men,AUS,Australia,GOLD,1
1952,Cycling Track,1km time trial men,Men,ITA,Italy,SILVER,1
1952,Cycling Track,1km time trial men,Men,RSA,South Africa,BRONZE,1
1952,Cycling Track,2000m tandem men,Men,AUS,Australia,GOLD,1
1952,Cycling Track,2000m tandem men,Men,ITA,Italy,BRONZE,1
1952,Cycling Track,2000m tandem men,Men,RSA,South Africa,SILVER,1
1952,Cycling Track,Sprint individual men,Men,AUS,Australia,SILVER,1
1952,Cycling Track,Sprint individual men,Men,GER,Germany,BRONZE,1
1952,Cycling Track,Sprint individual men,Men,ITA,Italy,GOLD,1
1952,Cycling Track,Team Pursuit 4000m men,Men,GBR,Great Britain,BRONZE,1
1952,Cycling Track,Team Pursuit 4000m men,Men,ITA,Italy,GOLD,1
1952,Cycling Track,Team Pursuit 4000m men,Men,RSA,South Africa,SILVER,1
1952,Diving,10m platform men,Men,GER,Germany,BRONZE,1
1952,Diving,10m platform men,Men,MEX,Mexico,SILVER,1
1952,Diving,10m platform men,Men,USA,United States of America,GOLD,1
1952,Diving,10m platform women,Women,USA,United States of America,BRONZE,1
1952,Diving,10m platform women,Women,USA,United States of America,GOLD,1
1952,Diving,10m platform women,Women,USA,United States of America,SILVER,1
1952,Diving,3m springboard men,Men,USA,United States of America,BRONZE,1
1952,Diving,3m springboard men,Men,USA,United States of America,GOLD,1
1952,Diving,3m springboard men,Men,USA,United States of America,SILVER,1
1952,Diving,3m springboard women,Women,FRA,France,SILVER,1
1952,Diving,3m springboard women,Women,USA,United States of America,BRONZE,1
1952,Diving,3m springboard women,Women,USA,United States of America,GOLD,1
1952,Equestrian Dressage,individual mixed,Open,DEN,Denmark,SILVER,1
1952,Equestrian Dressage,individual mixed,Open,FRA,France,BRONZE,1
1952,Equestrian Dressage,individual mixed,Open,SWE,Sweden,GOLD,1
1952,Equestrian Dressage,team mixed,Open,GER,Germany,BRONZE,1
1952,Equestrian Dressage,team mixed,Open,SUI,Switzerland,SILVER,1
1952,Equestrian Dressage,team mixed,Open,SWE,Sweden,GOLD,1
1952,Equestrian Eventing,individual mixed,Men,FRA,France,SILVER,1
1952,Equestrian Eventing,individual mixed,Men,GER,Germany,BRONZE,1
1952,Equestrian Eventing,individual mixed,Men,SWE,Sweden,GOLD,1
1952,Equestrian Eventing,team mixed,Men,GER,Germany,SILVER,1
1952,Equestrian Eventing,team mixed,Men,SWE,Sweden,GOLD,1
1952,Equestrian Eventing,team mixed,Men,USA,United States of America,BRONZE,1
1952,Equestrian Jumping,individual mixed,Men,CHI,Chile,SILVER,1
1952,Equestrian Jumping,individual mixed,Men,FRA,France,GOLD,1
1952,Equestrian Jumping,individual mixed,Men,GER,Germany,BRONZE,1
1952,Equestrian Jumping,team mixed,Men,CHI,Chile,SILVER,1
1952,Equestrian Jumping,team mixed,Men,GBR,Great Britain,GOLD,1
1952,Equestrian Jumping,team mixed,Men,USA,United States of America,BRONZE,1
1952,Fencing,foil individual men,Men,FRA,France,GOLD,1
1952,Fencing,foil individual men,Men,ITA,Italy,BRONZE,1
1952,Fencing,foil individual men,Men,ITA,Italy,SILVER,1
1952,Fencing,foil individual women,Women,DEN,Denmark,BRONZE,1
1952,Fencing,foil individual women,Women,HUN,Hungary,SILVER,1
1952,Fencing,foil individual women,Women,ITA,Italy,GOLD,1
1952,Fencing,foil team men,Men,FRA,France,GOLD,1
1952,Fencing,foil team men,Men,HUN,Hungary,BRONZE,1
1952,Fencing,foil team men,Men,ITA,Italy,SILVER,1
1952,Fencing,sabre individual men,Men,HUN,Hungary,BRONZE,1
1952,Fencing,sabre individual men,Men,HUN,Hungary,GOLD,1
1952,Fencing,sabre individual men,Men,HUN,Hungary,SILVER,1
1952,Fencing,sabre team men,Men,FRA,France,BRONZE,1
1952,Fencing,sabre team men,Men,HUN,Hungary,GOLD,1
1952,Fencing,sabre team men,Men,ITA,Italy,SILVER,1
1952,Fencing,épée individual men,Men,ITA,Italy,GOLD,1
1952,Fencing,épée individual men,Men,ITA,Italy,SILVER,1
1952,Fencing,épée individual men,Men,SUI,Switzerland,BRONZE,1
1952,Fencing,épée team men,Men,ITA,Italy,GOLD,1
1952,Fencing,épée team men,Men,SUI,Switzerland,BRONZE,1
1952,Fencing,épée team men,Men,SWE,Sweden,SILVER,1
1952,Figure skating,Individual men,Men,AUT,Austria,SILVER,1
1952,Figure skating,Individual men,Men,USA,United States of America,BRONZE,1
1952,Figure skating,Individual men,Men,USA,United States of America,GOLD,1
1952,Figure skating,Individual women,Women,FRA,France,BRONZE,1
1952,Figure skating,Individual women,Women,GBR,Great Britain,GOLD,1
1952,Figure skating,Individual women,Women,USA,United States of America,SILVER,1
1952,Figure skating,Pairs mixed,Mixed,GER,Germany,GOLD,1
1952,Figure skating,Pairs mixed,Mixed,HUN,Hungary,BRONZE,1
1952,Figure skating,Pairs mixed,Mixed,USA,United States of America,SILVER,1
1952,Football,football men,Men,HUN,Hungary,GOLD,1
1952,Football,football men,Men,SWE,Sweden,BRONZE,1
1952,Football,football men,Men,YUG,Yugoslavia,SILVER,1
1952,Gymnastics Artistic,balance beam women,Women,HUN,Hungary,BRONZE,1
1952,Gymnastics Artistic,balance beam women,Women,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,balance beam women,Women,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,floor exercises men,Men,JPN,Japan,SILVER,1
1952,Gymnastics Artistic,floor exercises men,Men,POL,Poland,SILVER,1
1952,Gymnastics Artistic,floor exercises men,Men,SWE,Sweden,GOLD,1
1952,Gymnastics Artistic,floor exercises women,Women,HUN,Hungary,BRONZE,1
1952,Gymnastics Artistic,floor exercises women,Women,HUN,Hungary,GOLD,1
1952,Gymnastics Artistic,floor exercises women,Women,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,horizontal bar men,Men,GER,Germany,SILVER,1
1952,Gymnastics Artistic,horizontal bar men,Men,SUI,Switzerland,GOLD,1
1952,Gymnastics Artistic,horizontal bar men,Men,SUI,Switzerland,SILVER,1
1952,Gymnastics Artistic,individual all-round men,Men,SUI,Switzerland,BRONZE,1
1952,Gymnastics Artistic,individual all-round men,Men,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,individual all-round men,Men,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,individual all-round women,Women,HUN,Hungary,BRONZE,1
1952,Gymnastics Artistic,individual all-round women,Women,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,individual all-round women,Women,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,parallel bars men,Men,SUI,Switzerland,BRONZE,1
1952,Gymnastics Artistic,parallel bars men,Men,SUI,Switzerland,GOLD,1
1952,Gymnastics Artistic,parallel bars men,Men,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,pommel horse men,Men,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,pommel horse men,Men,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,rings men,Men,SUI,Switzerland,BRONZE,1
1952,Gymnastics Artistic,rings men,Men,URS,Soviet Union,BRONZE,1
1952,Gymnastics Artistic,rings men,Men,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,rings men,Men,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,team competition men,Men,FIN,Finland,BRONZE,1
1952,Gymnastics Artistic,team competition men,Men,SUI,Switzerland,SILVER,1
1952,Gymnastics Artistic,team competition men,Men,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,team competition women,Women,HUN,Hungary,SILVER,1
1952,Gymnastics Artistic,team competition women,Women,TCH,Czechoslovakia,BRONZE,1
1952,Gymnastics Artistic,team competition women,Women,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,team portable apparatus women,Women,HUN,Hungary,BRONZE,1
1952,Gymnastics Artistic,team portable apparatus women,Women,SWE,Sweden,GOLD,1
1952,Gymnastics Artistic,team portable apparatus women,Women,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,uneven bars women,Women,HUN,Hungary,BRONZE,1
1952,Gymnastics Artistic,uneven bars women,Women,HUN,Hungary,GOLD,1
1952,Gymnastics Artistic,uneven bars women,Women,URS,Soviet Union,SILVER,1
1952,Gymnastics Artistic,vault men,Men,JPN,Japan,BRONZE,1
1952,Gymnastics Artistic,vault men,Men,JPN,Japan,SILVER,1
1952,Gymnastics Artistic,vault men,Men,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,vault women,Women,URS,Soviet Union,BRONZE,1
1952,Gymnastics Artistic,vault women,Women,URS,Soviet Union,GOLD,1
1952,Gymnastics Artistic,vault women,Women,URS,Soviet Union,SILVER,1
1952,Hockey,hockey men,Men,GBR,Great Britain,BRONZE,1
1952,Hockey,hockey men,Men,IND,India,GOLD,1
1952,Hockey,hockey men,Men,NED,Netherlands,SILVER,1
1952,Ice Hockey,ice hockey men,Men,CAN,Canada,GOLD,1
1952,Ice Hockey,ice hockey men,Men,SWE,Sweden,BRONZE,1
1952,Ice Hockey,ice hockey men,Men,USA,United States of America,SILVER,1
1952,Modern Pentathlon,Individual competition men,Men,HUN,Hungary,BRONZE,1
1952,Modern Pentathlon,Individual competition men,Men,HUN,Hungary,SILVER,1
1952,Modern Pentathlon,Individual competition men,Men,SWE,Sweden,GOLD,1
1952,Modern Pentathlon,team competition men,Men,FIN,Finland,BRONZE,1
1952,Modern Pentathlon,team competition men,Men,HUN,Hungary,GOLD,1
1952,Modern Pentathlon,team competition men,Men,SWE,Sweden,SILVER,1
1952,Nordic Combined,Individual men,Men,FIN,Finland,SILVER,1
1952,Nordic Combined,Individual men,Men,NOR,Norway,BRONZE,1
1952,Nordic Combined,Individual men,Men,NOR,Norway,GOLD,1
1952,Rowing,double sculls 2x men,Men,ARG,Argentina,GOLD,1
1952,Rowing,double sculls 2x men,Men,URS,Soviet Union,SILVER,1
1952,Rowing,double sculls 2x men,Men,URU,Uruguay,BRONZE,1
1952,Rowing,eight with coxswain 8 men,Men,AUS,Australia,BRONZE,1
1952,Rowing,eight with coxswain 8 men,Men,URS,Soviet Union,SILVER,1
1952,Rowing,eight with coxswain 8 men,Men,USA,United States of America,GOLD,1
1952,Rowing,four without coxswain 4 men,Men,FIN,Finland,BRONZE,1
1952,Rowing,four without coxswain 4 men,Men,FRA,France,SILVER,1
1952,Rowing,four without coxswain 4 men,Men,YUG,Yugoslavia,GOLD,1
1952,Rowing,four-oared shell with coxswain men,Men,SUI,Switzerland,SILVER,1
1952,Rowing,four-oared shell with coxswain men,Men,TCH,Czechoslovakia,GOLD,1
1952,Rowing,four-oared shell with coxswain men,Men,USA,United States of America,BRONZE,1
1952,Rowing,pair without coxswain 2 men,Men,BEL,Belgium,SILVER,1
1952,Rowing,pair without coxswain 2 men,Men,SUI,Switzerland,BRONZE,1
1952,Rowing,pair without coxswain 2 men,Men,USA,United States of America,GOLD,1
1952,Rowing,pair-oared shell with coxswain men,Men,DEN,Denmark,BRONZE,1
1952,Rowing,pair-oared shell with coxswain men,Men,FRA,France,GOLD,1
1952,Rowing,pair-oared shell with coxswain men,Men,GER,Germany,SILVER,1
1952,Rowing,single sculls 1x men,Men,AUS,Australia,SILVER,1
1952,Rowing,single sculls 1x men,Men,POL,Poland,BRONZE,1
1952,Rowing,single sculls 1x men,Men,URS,Soviet Union,GOLD,1
1952,Sailing,5.5m mixed,Open,NOR,Norway,SILVER,1
1952,Sailing,5.5m mixed,Open,SWE,Sweden,BRONZE,1
1952,Sailing,5.5m mixed,Open,USA,United States of America,GOLD,1
1952,Sailing,6m mixed,Open,FIN,Finland,BRONZE,1
1952,Sailing,6m mixed,Open,NOR,Norway,SILVER,1
1952,Sailing,6m mixed,Open,USA,United States of America,GOLD,1
1952,Sailing,Finn - One Person Dinghy (Heavyweight) men,Open,DEN,Denmark,GOLD,1
1952,Sailing,Finn - One Person Dinghy (Heavyweight) men,Open,GBR,Great Britain,SILVER,1
1952,Sailing,Finn - One Person Dinghy (Heavyweight) men,Open,SWE,Sweden,BRONZE,1
1952,Sailing,dragon mixed,Open,GER,Germany,BRONZE,1
1952,Sailing,dragon mixed,Open,NOR,Norway,GOLD,1
1952,Sailing,dragon mixed,Open,SWE,Sweden,SILVER,1
1952,Sailing,twoperson keelboat open Star mixed,Open,ITA,Italy,GOLD,1
1952,Sailing,twoperson keelboat open Star mixed,Open,POR,Portugal,BRONZE,1
1952,Sailing,twoperson keelboat open Star mixed,Open,USA,United States of America,SILVER,1
1952,Shooting,100m running deer singledouble shots men,Men,FIN,Finland,BRONZE,1
1952,Shooting,100m running deer singledouble shots men,Men,NOR,Norway,GOLD,1
1952,Shooting,100m running deer singledouble shots men,Men,SWE,Sweden,SILVER,1
1952,Shooting,25m rapid fire pistol 60 shots men,Men,HUN,Hungary,GOLD,1
1952,Shooting,25m rapid fire pistol 60 shots men,Men,HUN,Hungary,SILVER,1
1952,Shooting,25m rapid fire pistol 60 shots men,Men,ROU,Romania,BRONZE,1
1952,Shooting,300m free rifle 3 positions 3 men,Men,SUI,Switzerland,SILVER,1
1952,Shooting,300m free rifle 3 positions 3 men,Men,URS,Soviet Union,BRONZE,1
1952,Shooting,300m free rifle 3 positions 3 men,Men,URS,Soviet Union,GOLD,1
1952,Shooting,50m pistol 60 shots men,Men,ESP,Spain,SILVER,1
1952,Shooting,50m pistol 60 shots men,Men,HUN,Hungary,BRONZE,1
1952,Shooting,50m pistol 60 shots men,Men,USA,United States of America,GOLD,1
1952,Shooting,50m rifle 3 positions 3x40 shots men,Men,FIN,Finland,SILVER,1
1952,Shooting,50m rifle 3 positions 3x40 shots men,Men,NOR,Norway,GOLD,1
1952,Shooting,50m rifle 3 positions 3x40 shots men,Men,URS,Soviet Union,BRONZE,1
1952,Shooting,50m rifle prone 60 shots men,Men,ROU,Romania,GOLD,1
1952,Shooting,50m rifle prone 60 shots men,Men,URS,Soviet Union,SILVER,1
1952,Shooting,50m rifle prone 60 shots men,Men,USA,United States of America,BRONZE,1
1952,Shooting,trap 125 targets men,Men,CAN,Canada,GOLD,1
1952,Shooting,trap 125 targets men,Men,SWE,Sweden,BRONZE,1
1952,Shooting,trap 125 targets men,Men,SWE,Sweden,SILVER,1
1952,Ski Jumping,Normal Hill Individual men,Men,NOR,Norway,GOLD,1
1952,Ski Jumping,Normal Hill Individual men,Men,NOR,Norway,SILVER,1
1952,Ski Jumping,Normal Hill Individual men,Men,SWE,Sweden,BRONZE,1
1952,Speed skating,10000m men,Men,NED,Netherlands,SILVER,1
1952,Speed skating,10000m men,Men,NOR,Norway,GOLD,1
1952,Speed skating,10000m men,Men,SWE,Sweden,BRONZE,1
1952,Speed skating,1500m men,Men,NED,Netherlands,SILVER,1
1952,Speed skating,1500m men,Men,NOR,Norway,BRONZE,1
1952,Speed skating,1500m men,Men,NOR,Norway,GOLD,1
1952,Speed skating,5000m men,Men,NED,Netherlands,SILVER,1
1952,Speed skating,5000m men,Men,NOR,Norway,BRONZE,1
1952,Speed skating,5000m men,Men,NOR,Norway,GOLD,1
1952,Speed skating,500m men,Men,CAN,Canada,BRONZE,1
1952,Speed skating,500m men,Men,NOR,Norway,BRONZE,1
1952,Speed skating,500m men,Men,USA,United States of America,GOLD,1
1952,Speed skating,500m men,Men,USA,United States of America,SILVER,1
1952,Swimming,100m backstroke men,Men,FRA,France,SILVER,1
1952,Swimming,100m backstroke men,Men,USA,United States of America,BRONZE,1
1952,Swimming,100m backstroke men,Men,USA,United States of America,GOLD,1
1952,Swimming,100m backstroke women,Women,NED,Netherlands,SILVER,1
1952,Swimming,100m backstroke women,Women,NZL,New Zealand,BRONZE,1
1952,Swimming,100m backstroke women,Women,RSA,South Africa,GOLD,1
1952,Swimming,100m freestyle men,Men,JPN,Japan,SILVER,1
1952,Swimming,100m freestyle men,Men,SWE,Sweden,BRONZE,1
1952,Swimming,100m freestyle men,Men,USA,United States of America,GOLD,1
1952,Swimming,100m freestyle women,Women,HUN,Hungary,BRONZE,1
1952,Swimming,100m freestyle women,Women,HUN,Hungary,GOLD,1
1952,Swimming,100m freestyle women,Women,NED,Netherlands,SILVER,1
1952,Swimming,1500m freestyle men,Men,BRA,Brazil,BRONZE,1
1952,Swimming,1500m freestyle men,Men,JPN,Japan,SILVER,1
1952,Swimming,1500m freestyle men,Men,USA,United States of America,GOLD,1
1952,Swimming,200m breaststroke men,Men,AUS,Australia,GOLD,1
1952,Swimming,200m breaststroke men,Men,GER,Germany,BRONZE,1
1952,Swimming,200m breaststroke men,Men,USA,United States of America,SILVER,1
