year,games_slug,sport,event,event_gender,participant_type,participant_title,athlete,athlete_url,country,country_code,noc,medal,gold,silver,bronze,is_team
2022,beijing-2022,Curling,Mixed Doubles,Mixed,GameTeam,Italy,Stefania CONSTANTINI,https://olympics.com/en/athletes/stefania-constantini,Italy,IT,ITA,GOLD,1,0,0,1
2022,beijing-2022,Curling,Mixed Doubles,Mixed,GameTeam,Italy,Amos MOSANER,https://olympics.com/en/athletes/amos-mosaner,Italy,IT,ITA,GOLD,1,0,0,1
2022,beijing-2022,Curling,Mixed Doubles,Mixed,GameTeam,Norway,Kristin SKASLIEN,https://olympics.com/en/athletes/kristin-skaslien,Norway,NO,NOR,SILVER,0,1,0,1
2022,beijing-2022,Curling,Mixed Doubles,Mixed,GameTeam,Norway,Magnus NEDREGOTTEN,https://olympics.com/en/athletes/magnus-nedregotten,Norway,NO,NOR,SILVER,0,1,0,1
2022,beijing-2022,Curling,Mixed Doubles,Mixed,GameTeam,Sweden,Almida DE VAL,https://olympics.com/en/athletes/almida-de-val,Sweden,SE,SWE,BRONZE,0,0,1,1
2022,beijing-2022,Curling,Mixed Doubles,Mixed,GameTeam,Sweden,Oskar ERIKSSON,https://olympics.com/en/athletes/oskar-eriksson,Sweden,SE,SWE,BRONZE,0,0,1,1
2022,beijing-2022,Curling,Women,Women,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,GOLD,1,0,0,1
2022,beijing-2022,Curling,Women,Women,GameTeam,Japan,Japan,,Japan,JP,JPN,SILVER,0,1,0,1
2022,beijing-2022,Curling,Women,Women,GameTeam,Sweden,Sweden,,Sweden,SE,SWE,BRONZE,0,0,1,1
2022,beijing-2022,Curling,Men,Men,GameTeam,Sweden,Sweden,,Sweden,SE,SWE,GOLD,1,0,0,1
2022,beijing-2022,Curling,Men,Men,GameTeam,Great Britain,Great Britain,,Great Britain,GB,GBR,SILVER,0,1,0,1
2022,beijing-2022,Curling,Men,Men,GameTeam,Canada,Canada,,Canada,CA,CAN,BRONZE,0,0,1,1
2022,beijing-2022,Freestyle Skiing,Men's Moguls,Men,Athlete,,Mikael KINGSBURY,https://olympics.com/en/athletes/mikael-kingsbury,Canada,CA,CAN,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Men's Moguls,Men,Athlete,,Walter WALLBERG,https://olympics.com/en/athletes/wallberg,Sweden,SE,SWE,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Men's Moguls,Men,Athlete,,Ikuma HORISHIMA,https://olympics.com/en/athletes/ikuma-horishima,Japan,JP,JPN,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Halfpipe,Men,Athlete,,Nico PORTEOUS,https://olympics.com/en/athletes/nico-porteous,New Zealand,NZ,NZL,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Halfpipe,Men,Athlete,,David WISE,https://olympics.com/en/athletes/david-wise,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Halfpipe,Men,Athlete,,Alex FERREIRA,https://olympics.com/en/athletes/alex-ferreira,United States of America,US,USA,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Big Air,Men,Athlete,,Henrik HARLAUT,https://olympics.com/en/athletes/henrik-harlaut,Sweden,SE,SWE,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Big Air,Men,Athlete,,Birk RUUD,https://olympics.com/en/athletes/birk-ruud,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Big Air,Men,Athlete,,Colby STEVENSON,https://olympics.com/en/athletes/colby-stevenson,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Men's Ski Cross,Men,Athlete,,Sergey RIDZIK,https://olympics.com/en/athletes/sergey-ridzik-1,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Ski Cross,Men,Athlete,,Alex FIVA,https://olympics.com/en/athletes/alex-fiva,Switzerland,CH,SUI,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Men's Ski Cross,Men,Athlete,,Ryan REGEZ,https://olympics.com/en/athletes/ryan-regez,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Big Air,Women,Athlete,,Mathilde GREMAUD,https://olympics.com/en/athletes/mathilde-gremaud,Switzerland,CH,SUI,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Big Air,Women,Athlete,,Ailing Eileen GU,https://olympics.com/en/athletes/gu-ailing-eileen,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Big Air,Women,Athlete,,Tess LEDEUX,https://olympics.com/en/athletes/tess-ledeux,France,FR,FRA,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Moguls,Women,Athlete,,Jaelin KAUF,https://olympics.com/en/athletes/kauf,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Moguls,Women,Athlete,,Jakara ANTHONY,https://olympics.com/en/athletes/anthony,Australia,AU,AUS,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Moguls,Women,Athlete,,Anastasiia SMIRNOVA,https://olympics.com/en/athletes/anastasiia-smirnova,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Mixed Team Aerials,Mixed,GameTeam,United States,United States,,United States of America,US,USA,GOLD,1,0,0,1
2022,beijing-2022,Freestyle Skiing,Mixed Team Aerials,Mixed,GameTeam,China,China,,People's Republic of China,CN,CHN,SILVER,0,1,0,1
2022,beijing-2022,Freestyle Skiing,Mixed Team Aerials,Mixed,GameTeam,Canada,Canada,,Canada,CA,CAN,BRONZE,0,0,1,1
2022,beijing-2022,Freestyle Skiing,Women's Ski Cross,Women,Athlete,,Marielle THOMPSON,https://olympics.com/en/athletes/marielle-thompson,Canada,CA,CAN,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Ski Cross,Women,Athlete,,Sandra NAESLUND,https://olympics.com/en/athletes/sandra-naeslund,Sweden,SE,SWE,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Ski Cross,Women,Athlete,,Daniela MAIER,https://olympics.com/en/athletes/daniela-maier,Germany,DE,GER,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Aerials,Men,Athlete,,Ilia BUROV,https://olympics.com/en/athletes/ilia-burov,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Aerials,Men,Athlete,,Guangpu QI,https://olympics.com/en/athletes/guangpu-qi,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Men's Aerials,Men,Athlete,,Oleksandr ABRAMENKO,https://olympics.com/en/athletes/oleksandr-abramenko,Ukraine,UA,UKR,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Aerials,Women,Athlete,,Hanna HUSKOVA,https://olympics.com/en/athletes/hanna-huskova,Belarus,BY,BLR,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Aerials,Women,Athlete,,Mengtao XU,https://olympics.com/en/athletes/mengtao-xu,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Aerials,Women,Athlete,,Megan NICK,https://olympics.com/en/athletes/megan-nick,United States of America,US,USA,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Halfpipe,Women,Athlete,,Cassie SHARPE,https://olympics.com/en/athletes/cassie-sharpe,Canada,CA,CAN,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Halfpipe,Women,Athlete,,Ailing Eileen GU,https://olympics.com/en/athletes/gu-ailing-eileen,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Halfpipe,Women,Athlete,,Rachel KARKER,https://olympics.com/en/athletes/rachel-karker,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Slopestyle,Women,Athlete,,Ailing Eileen GU,https://olympics.com/en/athletes/gu-ailing-eileen,People's Republic of China,CN,CHN,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Slopestyle,Women,Athlete,,Mathilde GREMAUD,https://olympics.com/en/athletes/mathilde-gremaud,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Freestyle Skiing,Women's Freeski Slopestyle,Women,Athlete,,Kelly SILDARU,https://olympics.com/en/athletes/kelly-sildaru,Estonia,EE,EST,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Slopestyle,Men,Athlete,,Nicholas GOEPPER,https://olympics.com/en/athletes/nicholas-goepper,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Slopestyle,Men,Athlete,,Jesper TJADER,https://olympics.com/en/athletes/jesper-tjader,Sweden,SE,SWE,BRONZE,0,0,1,0
2022,beijing-2022,Freestyle Skiing,Men's Freeski Slopestyle,Men,Athlete,,Alexander HALL,https://olympics.com/en/athletes/alexander-hall-1,United States of America,US,USA,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Women's 500m,Women,Athlete,,Suzanne SCHULTING,https://olympics.com/en/athletes/suzanne-schulting,Netherlands,NL,NED,SILVER,0,1,0,0
2022,beijing-2022,Short Track Speed Skating,Women's 500m,Women,Athlete,,Kim BOUTIN,https://olympics.com/en/athletes/boutin,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Short Track Speed Skating,Women's 500m,Women,Athlete,,Arianna FONTANA,https://olympics.com/en/athletes/arianna-fontana,Italy,IT,ITA,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 500m,Men,Athlete,,Steven DUBOIS,https://olympics.com/en/athletes/steven-dubois,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Short Track Speed Skating,Men's 500m,Men,Athlete,,Shaoang LIU,https://olympics.com/en/athletes/shaoang-liu,Hungary,HU,HUN,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 500m,Men,Athlete,,Konstantin IVLIEV,https://olympics.com/en/athletes/konstantin-ivliev,ROC,ROC,ROC,SILVER,0,1,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 5000m Relay,Men,GameTeam,Canada,Canada,,Canada,CA,CAN,GOLD,1,0,0,1
2022,beijing-2022,Short Track Speed Skating,Men's 5000m Relay,Men,GameTeam,Republic of Korea,Republic of Korea,,Republic of Korea,KR,KOR,SILVER,0,1,0,1
2022,beijing-2022,Short Track Speed Skating,Men's 5000m Relay,Men,GameTeam,Italy,Italy,,Italy,IT,ITA,BRONZE,0,0,1,1
2022,beijing-2022,Short Track Speed Skating,Team Relay,Mixed,GameTeam,People's Republic of China,People's Republic of China,,People's Republic of China,CN,CHN,GOLD,1,0,0,1
2022,beijing-2022,Short Track Speed Skating,Team Relay,Mixed,GameTeam,Italy,Italy,,Italy,IT,ITA,SILVER,0,1,0,1
2022,beijing-2022,Short Track Speed Skating,Team Relay,Mixed,GameTeam,Hungary,Hungary,,Hungary,HU,HUN,BRONZE,0,0,1,1
2022,beijing-2022,Short Track Speed Skating,Men's 1500m,Men,Athlete,,Semen ELISTRATOV,https://olympics.com/en/athletes/semen-elistratov,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Short Track Speed Skating,Men's 1500m,Men,Athlete,,Daeheon HWANG,https://olympics.com/en/athletes/daeheon-hwang,Republic of Korea,KR,KOR,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 1500m,Men,Athlete,,Steven DUBOIS,https://olympics.com/en/athletes/steven-dubois,Canada,CA,CAN,SILVER,0,1,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 1000m,Men,Athlete,,Ziwei REN,https://olympics.com/en/athletes/ren,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 1000m,Men,Athlete,,Wenlong LI,https://olympics.com/en/athletes/wenlong-li,People's Republic of China,CN,CHN,SILVER,0,1,0,0
2022,beijing-2022,Short Track Speed Skating,Men's 1000m,Men,Athlete,,Shaoang LIU,https://olympics.com/en/athletes/shaoang-liu,Hungary,HU,HUN,BRONZE,0,0,1,0
2022,beijing-2022,Short Track Speed Skating,Women's 3000m Relay,Women,GameTeam,Netherlands,Netherlands,,Netherlands,NL,NED,GOLD,1,0,0,1
2022,beijing-2022,Short Track Speed Skating,Women's 3000m Relay,Women,GameTeam,Republic of Korea,Republic of Korea,,Republic of Korea,KR,KOR,SILVER,0,1,0,1
2022,beijing-2022,Short Track Speed Skating,Women's 3000m Relay,Women,GameTeam,People's Republic of China,People's Republic of China,,People's Republic of China,CN,CHN,BRONZE,0,0,1,1
2022,beijing-2022,Short Track Speed Skating,Women's 1000m,Women,Athlete,,Suzanne SCHULTING,https://olympics.com/en/athletes/suzanne-schulting,Netherlands,NL,NED,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Women's 1000m,Women,Athlete,,Minjeong CHOI,https://olympics.com/en/athletes/choi-minjeong,Republic of Korea,KR,KOR,SILVER,0,1,0,0
2022,beijing-2022,Short Track Speed Skating,Women's 1000m,Women,Athlete,,Hanne DESMET,https://olympics.com/en/athletes/hanne-desmet,Belgium,BE,BEL,BRONZE,0,0,1,0
2022,beijing-2022,Short Track Speed Skating,Women's 1500m,Women,Athlete,,Minjeong CHOI,https://olympics.com/en/athletes/choi-minjeong,Republic of Korea,KR,KOR,GOLD,1,0,0,0
2022,beijing-2022,Short Track Speed Skating,Women's 1500m,Women,Athlete,,Suzanne SCHULTING,https://olympics.com/en/athletes/suzanne-schulting,Netherlands,NL,NED,BRONZE,0,0,1,0
2022,beijing-2022,Short Track Speed Skating,Women's 1500m,Women,Athlete,,Arianna FONTANA,https://olympics.com/en/athletes/arianna-fontana,Italy,IT,ITA,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Snowboard Halfpipe,Women,Athlete,,Queralt CASTELLET,https://olympics.com/en/athletes/queralt-castellet,Spain,ES,ESP,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Snowboard Halfpipe,Women,Athlete,,Sena TOMITA,https://olympics.com/en/athletes/tomita,Japan,JP,JPN,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Women's Snowboard Halfpipe,Women,Athlete,,Chloe KIM,https://olympics.com/en/athletes/chloe-kim,United States of America,US,USA,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Mixed Team Snowboard Cross,Mixed,GameTeam,United States of America 1,Nick BAUMGARTNER,https://olympics.com/en/athletes/nick-baumgartner,United States of America,US,USA,GOLD,1,0,0,1
2022,beijing-2022,Snowboard,Mixed Team Snowboard Cross,Mixed,GameTeam,United States of America 1,Lindsey JACOBELLIS,https://olympics.com/en/athletes/lindsey-jacobellis,United States of America,US,USA,GOLD,1,0,0,1
2022,beijing-2022,Snowboard,Mixed Team Snowboard Cross,Mixed,GameTeam,Italy 1,Omar VISINTIN,https://olympics.com/en/athletes/omar-visintin,Italy,IT,ITA,SILVER,0,1,0,1
2022,beijing-2022,Snowboard,Mixed Team Snowboard Cross,Mixed,GameTeam,Italy 1,Michela MOIOLI,https://olympics.com/en/athletes/michela-moioli,Italy,IT,ITA,SILVER,0,1,0,1
2022,beijing-2022,Snowboard,Mixed Team Snowboard Cross,Mixed,GameTeam,Canada 1,Eliot GRONDIN,https://olympics.com/en/athletes/eliot-grondin,Canada,CA,CAN,BRONZE,0,0,1,1
2022,beijing-2022,Snowboard,Mixed Team Snowboard Cross,Mixed,GameTeam,Canada 1,Meryeta ODINE,https://olympics.com/en/athletes/meryeta-odine,Canada,CA,CAN,BRONZE,0,0,1,1
2022,beijing-2022,Snowboard,Women's Snowboard Cross,Women,Athlete,,Meryeta ODINE,https://olympics.com/en/athletes/meryeta-odine,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Women's Snowboard Cross,Women,Athlete,,Chloe TRESPEUCH,https://olympics.com/en/athletes/chloe-trespeuch,France,FR,FRA,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Snowboard Cross,Women,Athlete,,Lindsey JACOBELLIS,https://olympics.com/en/athletes/lindsey-jacobellis,United States of America,US,USA,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Parallel Giant Slalom,Men,Athlete,,Tim MASTNAK,https://olympics.com/en/athletes/tim-mastnak,Slovenia,SI,SLO,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Men's Parallel Giant Slalom,Men,Athlete,,Benjamin KARL,https://olympics.com/en/athletes/benjamin-karl,Austria,AT,AUT,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Parallel Giant Slalom,Men,Athlete,,Vic WILD,https://olympics.com/en/athletes/vic-wild,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Women's Snowboard Big Air,Women,Athlete,,Kokomo MURASE,https://olympics.com/en/athletes/murase-kokomo,Japan,JP,JPN,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Women's Snowboard Big Air,Women,Athlete,,Zoi SADOWSKI SYNNOTT,https://olympics.com/en/athletes/zoi-sadowski-synnott,New Zealand,NZ,NZL,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Snowboard Big Air,Women,Athlete,,Anna GASSER,https://olympics.com/en/athletes/anna-gasser,Austria,AT,AUT,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Cross,Men,Athlete,,Omar VISINTIN,https://olympics.com/en/athletes/omar-visintin,Italy,IT,ITA,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Men's Snowboard Cross,Men,Athlete,,Eliot GRONDIN,https://olympics.com/en/athletes/eliot-grondin,Canada,CA,CAN,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Cross,Men,Athlete,,Alessandro HAEMMERLE,https://olympics.com/en/athletes/alessandro-haemmerle,Austria,AT,AUT,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Slopestyle,Men,Athlete,,Max PARROT,https://olympics.com/en/athletes/parrot,Canada,CA,CAN,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Slopestyle,Men,Athlete,,Yiming SU,https://olympics.com/en/athletes/yiming-su,People's Republic of China,CN,CHN,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Slopestyle,Men,Athlete,,Mark MCMORRIS,https://olympics.com/en/athletes/mark-mcmorris,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Men's Snowboard Halfpipe,Men,Athlete,,Jan SCHERRER,https://olympics.com/en/athletes/jan-scherrer,Switzerland,CH,SUI,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Men's Snowboard Halfpipe,Men,Athlete,,Ayumu HIRANO,https://olympics.com/en/athletes/ayumu-hirano,Japan,JP,JPN,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Halfpipe,Men,Athlete,,Scotty JAMES,https://olympics.com/en/athletes/scotty-james,Australia,AU,AUS,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Snowboard Slopestyle,Women,Athlete,,Tess COADY,https://olympics.com/en/athletes/tess-coady,Australia,AU,AUS,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Women's Snowboard Slopestyle,Women,Athlete,,Julia MARINO,https://olympics.com/en/athletes/julia-marino,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Snowboard Slopestyle,Women,Athlete,,Zoi SADOWSKI SYNNOTT,https://olympics.com/en/athletes/zoi-sadowski-synnott,New Zealand,NZ,NZL,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Women's Parallel Giant Slalom,Women,Athlete,,Daniela ULBING,https://olympics.com/en/athletes/daniela-ulbing,Austria,AT,AUT,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Women's Parallel Giant Slalom,Women,Athlete,,Ester LEDECKA,https://olympics.com/en/athletes/ester-ledecka,Czech Republic,CZ,CZE,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Women's Parallel Giant Slalom,Women,Athlete,,Gloria KOTNIK,https://olympics.com/en/athletes/gloria-kotnik,Slovenia,SI,SLO,BRONZE,0,0,1,0
2022,beijing-2022,Snowboard,Men's Snowboard Big Air,Men,Athlete,,Mons ROISLAND,https://olympics.com/en/athletes/roisland,Norway,NO,NOR,SILVER,0,1,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Big Air,Men,Athlete,,Yiming SU,https://olympics.com/en/athletes/yiming-su,People's Republic of China,CN,CHN,GOLD,1,0,0,0
2022,beijing-2022,Snowboard,Men's Snowboard Big Air,Men,Athlete,,Max PARROT,https://olympics.com/en/athletes/parrot,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Ski Jumping,Men's Team,Men,GameTeam,Austria,Austria,,Austria,AT,AUT,GOLD,1,0,0,1
2022,beijing-2022,Ski Jumping,Men's Team,Men,GameTeam,Slovenia,Slovenia,,Slovenia,SI,SLO,SILVER,0,1,0,1
2022,beijing-2022,Ski Jumping,Men's Team,Men,GameTeam,Germany,Germany,,Germany,DE,GER,BRONZE,0,0,1,1
2022,beijing-2022,Ski Jumping,Men's LH Individual,Men,Athlete,,Marius LINDVIK,https://olympics.com/en/athletes/marius-lindvik,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Ski Jumping,Men's LH Individual,Men,Athlete,,Ryoyu KOBAYASHI,https://olympics.com/en/athletes/kobayashi,Japan,JP,JPN,SILVER,0,1,0,0
2022,beijing-2022,Ski Jumping,Men's LH Individual,Men,Athlete,,Karl GEIGER,https://olympics.com/en/athletes/geiger,Germany,DE,GER,BRONZE,0,0,1,0
2022,beijing-2022,Ski Jumping,Mixed Team,Mixed,GameTeam,Slovenia,Slovenia,,Slovenia,SI,SLO,GOLD,1,0,0,1
2022,beijing-2022,Ski Jumping,Mixed Team,Mixed,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Ski Jumping,Mixed Team,Mixed,GameTeam,Canada,Canada,,Canada,CA,CAN,BRONZE,0,0,1,1
2022,beijing-2022,Ski Jumping,Women's NH Individual,Women,Athlete,,Katharina ALTHAUS,https://olympics.com/en/athletes/katharina-althaus,Germany,DE,GER,SILVER,0,1,0,0
2022,beijing-2022,Ski Jumping,Women's NH Individual,Women,Athlete,,Ursa BOGATAJ,https://olympics.com/en/athletes/ursa-bogataj,Slovenia,SI,SLO,GOLD,1,0,0,0
2022,beijing-2022,Ski Jumping,Women's NH Individual,Women,Athlete,,Nika KRIZNAR,https://olympics.com/en/athletes/kriznar,Slovenia,SI,SLO,BRONZE,0,0,1,0
2022,beijing-2022,Ski Jumping,Men's NH Individual,Men,Athlete,,Dawid KUBACKI,https://olympics.com/en/athletes/dawid-kubacki,Poland,PL,POL,BRONZE,0,0,1,0
2022,beijing-2022,Ski Jumping,Men's NH Individual,Men,Athlete,,Manuel FETTNER,https://olympics.com/en/athletes/manuel-fettner,Austria,AT,AUT,SILVER,0,1,0,0
2022,beijing-2022,Ski Jumping,Men's NH Individual,Men,Athlete,,Ryoyu KOBAYASHI,https://olympics.com/en/athletes/kobayashi,Japan,JP,JPN,GOLD,1,0,0,0
2022,beijing-2022,Figure skating,Team Event,Mixed,GameTeam,ROC,Mark KONDRATIUK,https://olympics.com/en/athletes/mark-kondratiuk,ROC,ROC,ROC,GOLD,1,0,0,1
2022,beijing-2022,Figure skating,Team Event,Mixed,GameTeam,ROC,Kamila VALIEVA,https://olympics.com/en/athletes/kamila-valieva,ROC,ROC,ROC,GOLD,1,0,0,1
2022,beijing-2022,Figure skating,Team Event,Mixed,GameTeam,United States of America,United States of America,,United States of America,US,USA,SILVER,0,1,0,1
2022,beijing-2022,Figure skating,Team Event,Mixed,GameTeam,Japan,Japan,,Japan,JP,JPN,BRONZE,0,0,1,1
2022,beijing-2022,Figure skating,Pair Skating,Mixed,GameTeam,SUI Wenjing / HAN Cong,Wenjing SUI,https://olympics.com/en/athletes/wenjing-sui,People's Republic of China,CN,CHN,GOLD,1,0,0,1
2022,beijing-2022,Figure skating,Pair Skating,Mixed,GameTeam,SUI Wenjing / HAN Cong,Cong HAN,https://olympics.com/en/athletes/cong-han,People's Republic of China,CN,CHN,GOLD,1,0,0,1
2022,beijing-2022,Figure skating,Pair Skating,Mixed,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Evgenia TARASOVA,https://olympics.com/en/athletes/tarasova,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Figure skating,Pair Skating,Mixed,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Vladimir MOROZOV,https://olympics.com/en/athletes/morozov,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Figure skating,Pair Skating,Mixed,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Anastasia MISHINA,https://olympics.com/en/athletes/anastasia-mishina,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Figure skating,Pair Skating,Mixed,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Aleksandr GALLIAMOV,https://olympics.com/en/athletes/aleksandr-galliamov,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Figure skating,Ice Dance,Mixed,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Gabriella PAPADAKIS,https://olympics.com/en/athletes/gabriella-papadakis,France,FR,FRA,GOLD,1,0,0,1
2022,beijing-2022,Figure skating,Ice Dance,Mixed,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Guillaume CIZERON,https://olympics.com/en/athletes/guillaume-cizeron,France,FR,FRA,GOLD,1,0,0,1
2022,beijing-2022,Figure skating,Ice Dance,Mixed,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Victoria SINITSINA,https://olympics.com/en/athletes/victoria-sinitsina,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Figure skating,Ice Dance,Mixed,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Nikita KATSALAPOV,https://olympics.com/en/athletes/nikita-katsalapov,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Figure skating,Ice Dance,Mixed,GameTeam,HUBBELL Madison / DONOHUE Zachary,Madison HUBBELL,https://olympics.com/en/athletes/madison-hubbell,United States of America,US,USA,BRONZE,0,0,1,1
2022,beijing-2022,Figure skating,Ice Dance,Mixed,GameTeam,HUBBELL Madison / DONOHUE Zachary,Zachary DONOHUE,https://olympics.com/en/athletes/donohue,United States of America,US,USA,BRONZE,0,0,1,1
2022,beijing-2022,Figure skating,Women Single Skating,Women,Athlete,,Anna SHCHERBAKOVA,https://olympics.com/en/athletes/anna-shcherbakova,ROC,ROC,ROC,GOLD,1,0,0,0
2022,beijing-2022,Figure skating,Women Single Skating,Women,Athlete,,Alexandra Trusova,https://olympics.com/en/athletes/alexandra-trusova,ROC,ROC,ROC,SILVER,0,1,0,0
2022,beijing-2022,Figure skating,Women Single Skating,Women,Athlete,,Kaori SAKAMOTO,https://olympics.com/en/athletes/kaori-sakamoto,Japan,JP,JPN,BRONZE,0,0,1,0
