year,games_slug,sport,event,event_gender,participant_type,participant_title,athlete,athlete_url,country,country_code,noc,medal,gold,silver,bronze,is_team
1924,paris-1924,Wrestling,"Middleweight, Freestyle (≤79 kilograms) Men",Men,Athlete,,Vilho F. PEKKALA,https://olympics.com/en/athletes/vilho-f-pekkala,Finland,FI,FIN,BRONZE,0,0,1,0
1924,paris-1924,Wrestling,"Middleweight, Greco-Roman (≤75 kilograms) Men",Men,Athlete,,Edward Wilhelm WESTERLUND,https://olympics.com/en/athletes/edward-wilhelm-westerlund,Finland,FI,FIN,GOLD,1,0,0,0
1924,paris-1924,Wrestling,"Middleweight, Greco-Roman (≤75 kilograms) Men",Men,Athlete,,Arthur LINDFORS,https://olympics.com/en/athletes/arthur-lindfors,Finland,FI,FIN,SILVER,0,1,0,0
1924,paris-1924,Wrestling,"Middleweight, Greco-Roman (≤75 kilograms) Men",Men,Athlete,,Roman STEINBERG,https://olympics.com/en/athletes/roman-steinberg,Estonia,EE,EST,BRONZE,0,0,1,0
1924,paris-1924,Wrestling,"Lightweight, Greco-Roman (≤67.5 kilograms) Men",Men,Athlete,,Oskar David FRIMAN,https://olympics.com/en/athletes/oskar-david-friman,Finland,FI,FIN,GOLD,1,0,0,0
1924,paris-1924,Wrestling,"Lightweight, Greco-Roman (≤67.5 kilograms) Men",Men,Athlete,,Lajos KERESZTES,https://olympics.com/en/athletes/lajos-keresztes,Hungary,HU,HUN,SILVER,0,1,0,0
1924,paris-1924,Wrestling,"Lightweight, Greco-Roman (≤67.5 kilograms) Men",Men,Athlete,,Karl WESTERLUND,https://olympics.com/en/athletes/karl-westerlund,Finland,FI,FIN,BRONZE,0,0,1,0
1924,paris-1924,Wrestling,"Bantamweight, Greco-Roman (≤58 kilograms) Men",Men,Athlete,,Eduard PÜTSEP,https://olympics.com/en/athletes/eduard-putsep,Estonia,EE,EST,GOLD,1,0,0,0
1924,paris-1924,Wrestling,"Bantamweight, Greco-Roman (≤58 kilograms) Men",Men,Athlete,,Anselm AHLFORS,https://olympics.com/en/athletes/anselm-ahlfors,Finland,FI,FIN,SILVER,0,1,0,0
1924,paris-1924,Wrestling,"Bantamweight, Greco-Roman (≤58 kilograms) Men",Men,Athlete,,Väinö V. IKONEN,https://olympics.com/en/athletes/vaino-v-ikonen,Finland,FI,FIN,BRONZE,0,0,1,0
1924,paris-1924,Rugby,rugby men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,GOLD,1,0,0,1
1924,paris-1924,Rugby,rugby men,Men,GameTeam,France team,France team,,France,FR,FRA,SILVER,0,1,0,1
1924,paris-1924,Rugby,rugby men,Men,GameTeam,Romania team,Romania team,,Romania,RO,ROU,BRONZE,0,0,1,1
1924,paris-1924,Equestrian Jumping,team mixed,Men,GameTeam,Sweden team,Sweden team,,Sweden,SE,SWE,GOLD,1,0,0,1
1924,paris-1924,Equestrian Jumping,team mixed,Men,GameTeam,Switzerland team,Switzerland team,,Switzerland,CH,SUI,SILVER,0,1,0,1
1924,paris-1924,Equestrian Jumping,team mixed,Men,GameTeam,Portugal team,Portugal team,,Portugal,PT,POR,BRONZE,0,0,1,1
1924,paris-1924,Equestrian Jumping,individual mixed,Men,Athlete,,Alphonse GEMUSEUS,https://olympics.com/en/athletes/alphonse-gemuseus,Switzerland,CH,SUI,GOLD,1,0,0,0
1924,paris-1924,Equestrian Jumping,individual mixed,Men,Athlete,,Tommaso LEQUIO DI ASSABA,https://olympics.com/en/athletes/tommaso-lequio-di-assaba,Italy,IT,ITA,SILVER,0,1,0,0
1924,paris-1924,Equestrian Jumping,individual mixed,Men,Athlete,,Adam KROLIKIEWICZ,https://olympics.com/en/athletes/adam-krolikiewicz,Poland,PL,POL,BRONZE,0,0,1,0
1924,paris-1924,Polo,polo men,Men,GameTeam,Argentina team,Argentina team,,Argentina,AR,ARG,GOLD,1,0,0,1
1924,paris-1924,Polo,polo men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,SILVER,0,1,0,1
1924,paris-1924,Polo,polo men,Men,GameTeam,Great Britain team,Great Britain team,,Great Britain,GB,GBR,BRONZE,0,0,1,1
1924,paris-1924,Equestrian Eventing,team mixed,Men,GameTeam,Netherlands team,Netherlands team,,Netherlands,NL,NED,GOLD,1,0,0,1
1924,paris-1924,Equestrian Eventing,team mixed,Men,GameTeam,Sweden team,Sweden team,,Sweden,SE,SWE,SILVER,0,1,0,1
1924,paris-1924,Equestrian Eventing,team mixed,Men,GameTeam,Italy team,Italy team,,Italy,IT,ITA,BRONZE,0,0,1,1
1924,paris-1924,Equestrian Eventing,individual mixed,Men,Athlete,,Adolf Dirk C. VAN DER VOORT VAN ZIJP,https://olympics.com/en/athletes/adolf-dirk-c-van-der-voort-van-zijp,Netherlands,NL,NED,GOLD,1,0,0,0
1924,paris-1924,Equestrian Eventing,individual mixed,Men,Athlete,,Frode Rasmussen KIRKEBJERG,https://olympics.com/en/athletes/frode-rasmussen-kirkebjerg,Denmark,DK,DEN,SILVER,0,1,0,0
1924,paris-1924,Equestrian Eventing,individual mixed,Men,Athlete,,Sloan DOAK,https://olympics.com/en/athletes/sloan-doak,United States of America,US,USA,BRONZE,0,0,1,0
1924,paris-1924,Diving,plain high diving men,Men,Athlete,,Dick Eve,,Australia,AU,AUS,GOLD,1,0,0,0
1924,paris-1924,Diving,plain high diving men,Men,Athlete,,John JANSSON,https://olympics.com/en/athletes/john-jansson,Sweden,SE,SWE,SILVER,0,1,0,0
1924,paris-1924,Diving,plain high diving men,Men,Athlete,,Harold CLARKE,https://olympics.com/en/athletes/harold-clarke,Great Britain,GB,GBR,BRONZE,0,0,1,0
1924,paris-1924,Diving,10m platform men,Men,Athlete,,Al White,,United States of America,US,USA,GOLD,1,0,0,0
1924,paris-1924,Diving,10m platform men,Men,Athlete,,David FALL,https://olympics.com/en/athletes/david-fall,United States of America,US,USA,SILVER,0,1,0,0
1924,paris-1924,Diving,10m platform men,Men,Athlete,,Clarence PINKSTON,https://olympics.com/en/athletes/clarence-pinkston,United States of America,US,USA,BRONZE,0,0,1,0
1924,paris-1924,Diving,3m springboard men,Men,Athlete,,Al White,,United States of America,US,USA,GOLD,1,0,0,0
1924,paris-1924,Diving,3m springboard men,Men,Athlete,,Pete Desjardins,,United States of America,US,USA,SILVER,0,1,0,0
1924,paris-1924,Diving,3m springboard men,Men,Athlete,,Clarence PINKSTON,https://olympics.com/en/athletes/clarence-pinkston,United States of America,US,USA,BRONZE,0,0,1,0
1924,paris-1924,Diving,10m platform women,Women,Athlete,,Caroline SMITH,https://olympics.com/en/athletes/caroline-smith,United States of America,US,USA,GOLD,1,0,0,0
1924,paris-1924,Diving,10m platform women,Women,Athlete,,Elizabeth BECKER-PINKSTON,https://olympics.com/en/athletes/elizabeth-becker-pinkston,United States of America,US,USA,SILVER,0,1,0,0
1924,paris-1924,Diving,10m platform women,Women,Athlete,,Hjördis TÖPEL,https://olympics.com/en/athletes/hjordis-topel,Sweden,SE,SWE,BRONZE,0,0,1,0
1924,paris-1924,Diving,3m springboard women,Women,Athlete,,Elizabeth BECKER-PINKSTON,https://olympics.com/en/athletes/elizabeth-becker-pinkston,United States of America,US,USA,GOLD,1,0,0,0
1924,paris-1924,Diving,3m springboard women,Women,Athlete,,Aileen RIGGIN,https://olympics.com/en/athletes/aileen-riggin,United States of America,US,USA,SILVER,0,1,0,0
1924,paris-1924,Diving,3m springboard women,Women,Athlete,,Caroline FLETCHER,https://olympics.com/en/athletes/caroline-fletcher,United States of America,US,USA,BRONZE,0,0,1,0
1924,paris-1924,Cycling Road,individual road race men,Men,Athlete,,Armand BLANCHONNET,https://olympics.com/en/athletes/armand-blanchonnet,France,FR,FRA,GOLD,1,0,0,0
1924,paris-1924,Cycling Road,individual road race men,Men,Athlete,,Henri HOEVENAERS,https://olympics.com/en/athletes/henri-hoevenaers,Belgium,BE,BEL,SILVER,0,1,0,0
1924,paris-1924,Cycling Road,individual road race men,Men,Athlete,,René HAMEL,https://olympics.com/en/athletes/rene-hamel,France,FR,FRA,BRONZE,0,0,1,0
1924,paris-1924,Cycling Road,team time trial men,Men,GameTeam,France team,France team,,France,FR,FRA,GOLD,1,0,0,1
1924,paris-1924,Cycling Road,team time trial men,Men,GameTeam,Belgium team,Belgium team,,Belgium,BE,BEL,SILVER,0,1,0,1
1924,paris-1924,Cycling Road,team time trial men,Men,GameTeam,Sweden team,Sweden team,,Sweden,SE,SWE,BRONZE,0,0,1,1
1924,paris-1924,Modern Pentathlon,Individual competition men,Men,Athlete,,Bo LINDMAN,https://olympics.com/en/athletes/bo-lindman,Sweden,SE,SWE,GOLD,1,0,0,0
1924,paris-1924,Modern Pentathlon,Individual competition men,Men,Athlete,,Gustaf DYRSSEN,https://olympics.com/en/athletes/gustaf-dyrssen,Sweden,SE,SWE,SILVER,0,1,0,0
1924,paris-1924,Modern Pentathlon,Individual competition men,Men,Athlete,,Bertil UGGLA,https://olympics.com/en/athletes/bertil-uggla,Sweden,SE,SWE,BRONZE,0,0,1,0
1924,paris-1924,Sailing,8m mixed,Open,GameTeam,Bera,Bera,,Norway,NO,NOR,GOLD,1,0,0,1
1924,paris-1924,Sailing,8m mixed,Open,GameTeam,Emily,Emily,,Great Britain,GB,GBR,SILVER,0,1,0,1
1924,paris-1924,Sailing,8m mixed,Open,GameTeam,Namoussa,Namoussa,,France,FR,FRA,BRONZE,0,0,1,1
1924,paris-1924,Sailing,6m mixed,Open,GameTeam,Elisabeth V,Elisabeth V,,Norway,NO,NOR,GOLD,1,0,0,1
1924,paris-1924,Sailing,6m mixed,Open,GameTeam,Bonzo,Bonzo,,Denmark,DK,DEN,SILVER,0,1,0,1
1924,paris-1924,Sailing,6m mixed,Open,GameTeam,Willem-Six,Willem-Six,,Netherlands,NL,NED,BRONZE,0,0,1,1
1924,paris-1924,Sailing,olympic class monotype mixed,Open,Athlete,,Léon HUYBRECHTS,https://olympics.com/en/athletes/leon-huybrechts,Belgium,BE,BEL,GOLD,1,0,0,0
1924,paris-1924,Sailing,olympic class monotype mixed,Open,Athlete,,Henrik ROBERT,https://olympics.com/en/athletes/henrik-robert,Norway,NO,NOR,SILVER,0,1,0,0
1924,paris-1924,Sailing,olympic class monotype mixed,Open,Athlete,,Hans Erik DITTMAR,https://olympics.com/en/athletes/hans-erik-dittmar,Finland,FI,FIN,BRONZE,0,0,1,0
1924,paris-1924,Rowing,four-oared shell with coxswain men,Men,GameTeam,Switzerland team,Switzerland team,,Switzerland,CH,SUI,GOLD,1,0,0,1
1924,paris-1924,Rowing,four-oared shell with coxswain men,Men,GameTeam,Italy team,Italy team,,Italy,IT,ITA,SILVER,0,1,0,1
1924,paris-1924,Rowing,four-oared shell with coxswain men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,BRONZE,0,0,1,1
1924,paris-1924,Rowing,double sculls 2x men,Men,GameTeam,United States team,"Jack Kelly, Sr.",,United States of America,US,USA,GOLD,1,0,0,1
1924,paris-1924,Rowing,double sculls 2x men,Men,GameTeam,United States team,Paul Vincent COSTELLO,https://olympics.com/en/athletes/paul-vincent-costello,United States of America,US,USA,GOLD,1,0,0,1
1924,paris-1924,Rowing,double sculls 2x men,Men,GameTeam,France team,Marc P. DETTON,https://olympics.com/en/athletes/marc-p-detton,France,FR,FRA,SILVER,0,1,0,1
1924,paris-1924,Rowing,double sculls 2x men,Men,GameTeam,France team,Jean-Pierre STOCK,https://olympics.com/en/athletes/jean-pierre-stock,France,FR,FRA,SILVER,0,1,0,1
1924,paris-1924,Rowing,double sculls 2x men,Men,GameTeam,Switzerland team,Rudolf BOSSHARD,https://olympics.com/en/athletes/rudolf-bosshard,Switzerland,CH,SUI,BRONZE,0,0,1,1
1924,paris-1924,Rowing,double sculls 2x men,Men,GameTeam,Switzerland team,Heinrich THOMA,https://olympics.com/en/athletes/heinrich-thoma,Switzerland,CH,SUI,BRONZE,0,0,1,1
1924,paris-1924,Rowing,single sculls 1x men,Men,Athlete,,Jack BERESFORD,https://olympics.com/en/athletes/jack-beresford,Great Britain,GB,GBR,GOLD,1,0,0,0
1924,paris-1924,Rowing,single sculls 1x men,Men,Athlete,,Williams  E.Garrett GILMORE,https://olympics.com/en/athletes/williams-e-garrett-gilmore,United States of America,US,USA,SILVER,0,1,0,0
1924,paris-1924,Rowing,single sculls 1x men,Men,Athlete,,Josef Schneider,,Switzerland,CH,SUI,BRONZE,0,0,1,0
1924,paris-1924,Rowing,pair-oared shell with coxswain men,Men,GameTeam,Switzerland team,Switzerland team,,Switzerland,CH,SUI,GOLD,1,0,0,1
1924,paris-1924,Rowing,pair-oared shell with coxswain men,Men,GameTeam,France team,France team,,France,FR,FRA,SILVER,0,1,0,1
1924,paris-1924,Rowing,pair-oared shell with coxswain men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,BRONZE,0,0,1,1
1924,paris-1924,Rowing,four without coxswain 4 men,Men,GameTeam,Great Britain team,Great Britain team,,Great Britain,GB,GBR,GOLD,1,0,0,1
1924,paris-1924,Rowing,four without coxswain 4 men,Men,GameTeam,Canada team,Canada team,,Canada,CA,CAN,SILVER,0,1,0,1
1924,paris-1924,Rowing,four without coxswain 4 men,Men,GameTeam,Switzerland team,Switzerland team,,Switzerland,CH,SUI,BRONZE,0,0,1,1
1924,paris-1924,Rowing,eight with coxswain 8 men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,GOLD,1,0,0,1
1924,paris-1924,Rowing,eight with coxswain 8 men,Men,GameTeam,Canada team,Canada team,,Canada,CA,CAN,SILVER,0,1,0,1
1924,paris-1924,Rowing,eight with coxswain 8 men,Men,GameTeam,Italy team,Italy team,,Italy,IT,ITA,BRONZE,0,0,1,1
1924,paris-1924,Rowing,pair without coxswain 2 men,Men,GameTeam,Netherlands team,Antonie Christiaan BEIJNEN,https://olympics.com/en/athletes/antonie-christiaan-beijnen,Netherlands,NL,NED,GOLD,1,0,0,1
1924,paris-1924,Rowing,pair without coxswain 2 men,Men,GameTeam,Netherlands team,Wilhelm RÖSINGH,https://olympics.com/en/athletes/wilhelm-rosingh,Netherlands,NL,NED,GOLD,1,0,0,1
1924,paris-1924,Rowing,pair without coxswain 2 men,Men,GameTeam,France team,Maurice BOUTON,https://olympics.com/en/athletes/maurice-bouton,France,FR,FRA,SILVER,0,1,0,1
1924,paris-1924,Rowing,pair without coxswain 2 men,Men,GameTeam,France team,Georges PIOT,https://olympics.com/en/athletes/georges-piot,France,FR,FRA,SILVER,0,1,0,1
1924,paris-1924,Football,football men,Men,GameTeam,Uruguay team,Uruguay team,,Uruguay,UY,URU,GOLD,1,0,0,1
1924,paris-1924,Football,football men,Men,GameTeam,Switzerland team,Switzerland team,,Switzerland,CH,SUI,SILVER,0,1,0,1
1924,paris-1924,Football,football men,Men,GameTeam,Sweden team,Sweden team,,Sweden,SE,SWE,BRONZE,0,0,1,1
1924,chamonix-1924,Ski Jumping,Normal Hill Individual men,Men,Athlete,,Jacob Tullin THAMS,https://olympics.com/en/athletes/jacob-tullin-thams,Norway,NO,NOR,GOLD,1,0,0,0
1924,chamonix-1924,Ski Jumping,Normal Hill Individual men,Men,Athlete,,Narve BONNA,https://olympics.com/en/athletes/narve-bonna,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Ski Jumping,Normal Hill Individual men,Men,Athlete,,Anders HAUGEN,https://olympics.com/en/athletes/anders-haugen,United States of America,US,USA,BRONZE,0,0,1,0
1924,chamonix-1924,Nordic Combined,Individual men,Men,Athlete,,Thorleif HAUG,https://olympics.com/en/athletes/thorleif-haug,Norway,NO,NOR,GOLD,1,0,0,0
1924,chamonix-1924,Nordic Combined,Individual men,Men,Athlete,,Thoralf STRÖMSTAD,https://olympics.com/en/athletes/thoralf-stromstad,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Nordic Combined,Individual men,Men,Athlete,,Johan GRØTTUMSBRÅTEN,https://olympics.com/en/athletes/johan-grøttumsbraten,Norway,NO,NOR,BRONZE,0,0,1,0
1924,chamonix-1924,Curling,curling men,Men,GameTeam,Great Britain team,Great Britain team,,Great Britain,GB,GBR,GOLD,1,0,0,1
1924,chamonix-1924,Curling,curling men,Men,GameTeam,Sweden team,Sweden team,,Sweden,SE,SWE,SILVER,0,1,0,1
1924,chamonix-1924,Curling,curling men,Men,GameTeam,France team,France team,,France,FR,FRA,BRONZE,0,0,1,1
1924,chamonix-1924,Cross Country Skiing,18km men,Men,Athlete,,Thorleif HAUG,https://olympics.com/en/athletes/thorleif-haug,Norway,NO,NOR,GOLD,1,0,0,0
1924,chamonix-1924,Cross Country Skiing,18km men,Men,Athlete,,Johan GRØTTUMSBRÅTEN,https://olympics.com/en/athletes/johan-grøttumsbraten,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Cross Country Skiing,18km men,Men,Athlete,,Tapani NIKU,https://olympics.com/en/athletes/tapani-niku,Finland,FI,FIN,BRONZE,0,0,1,0
1924,chamonix-1924,Cross Country Skiing,50km men,Men,Athlete,,Thorleif HAUG,https://olympics.com/en/athletes/thorleif-haug,Norway,NO,NOR,GOLD,1,0,0,0
1924,chamonix-1924,Cross Country Skiing,50km men,Men,Athlete,,Thoralf STRÖMSTAD,https://olympics.com/en/athletes/thoralf-stromstad,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Cross Country Skiing,50km men,Men,Athlete,,Johan GRØTTUMSBRÅTEN,https://olympics.com/en/athletes/johan-grøttumsbraten,Norway,NO,NOR,BRONZE,0,0,1,0
1924,chamonix-1924,Speed skating,5000m men,Men,Athlete,,Clas THUNBERG,https://olympics.com/en/athletes/clas-thunberg,Finland,FI,FIN,GOLD,1,0,0,0
1924,chamonix-1924,Speed skating,5000m men,Men,Athlete,,Julius SKUTNABB,https://olympics.com/en/athletes/julius-skutnabb,Finland,FI,FIN,SILVER,0,1,0,0
1924,chamonix-1924,Speed skating,5000m men,Men,Athlete,,Roald LARSEN,https://olympics.com/en/athletes/roald-larsen,Norway,NO,NOR,BRONZE,0,0,1,0
1924,chamonix-1924,Speed skating,combined 4 events men,Men,Athlete,,Clas THUNBERG,https://olympics.com/en/athletes/clas-thunberg,Finland,FI,FIN,GOLD,1,0,0,0
1924,chamonix-1924,Speed skating,combined 4 events men,Men,Athlete,,Roald LARSEN,https://olympics.com/en/athletes/roald-larsen,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Speed skating,combined 4 events men,Men,Athlete,,Julius SKUTNABB,https://olympics.com/en/athletes/julius-skutnabb,Finland,FI,FIN,BRONZE,0,0,1,0
1924,chamonix-1924,Speed skating,500m men,Men,Athlete,,Charles JEWTRAW,https://olympics.com/en/athletes/charles-jewtraw,United States of America,US,USA,GOLD,1,0,0,0
1924,chamonix-1924,Speed skating,500m men,Men,Athlete,,Oskar OLSEN,https://olympics.com/en/athletes/oskar-olsen,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Speed skating,500m men,Men,Athlete,,Roald LARSEN,https://olympics.com/en/athletes/roald-larsen,Norway,NO,NOR,BRONZE,0,0,1,0
1924,chamonix-1924,Speed skating,500m men,Men,Athlete,,Clas THUNBERG,https://olympics.com/en/athletes/clas-thunberg,Finland,FI,FIN,BRONZE,0,0,1,0
1924,chamonix-1924,Speed skating,1500m men,Men,Athlete,,Clas THUNBERG,https://olympics.com/en/athletes/clas-thunberg,Finland,FI,FIN,GOLD,1,0,0,0
1924,chamonix-1924,Speed skating,1500m men,Men,Athlete,,Roald LARSEN,https://olympics.com/en/athletes/roald-larsen,Norway,NO,NOR,SILVER,0,1,0,0
1924,chamonix-1924,Speed skating,1500m men,Men,Athlete,,Sigurd MOEN,https://olympics.com/en/athletes/sigurd-moen,Norway,NO,NOR,BRONZE,0,0,1,0
1924,chamonix-1924,Speed skating,10000m men,Men,Athlete,,Julius SKUTNABB,https://olympics.com/en/athletes/julius-skutnabb,Finland,FI,FIN,GOLD,1,0,0,0
1924,chamonix-1924,Speed skating,10000m men,Men,Athlete,,Clas THUNBERG,https://olympics.com/en/athletes/clas-thunberg,Finland,FI,FIN,SILVER,0,1,0,0
1924,chamonix-1924,Speed skating,10000m men,Men,Athlete,,Roald LARSEN,https://olympics.com/en/athletes/roald-larsen,Norway,NO,NOR,BRONZE,0,0,1,0
1924,chamonix-1924,Figure skating,Individual women,Women,Athlete,,Herma PLANCK-SZABO,https://olympics.com/en/athletes/herma-planck-szabo,Austria,AT,AUT,GOLD,1,0,0,0
1924,chamonix-1924,Figure skating,Individual women,Women,Athlete,,Beatrix LOUGHRAN,https://olympics.com/en/athletes/beatrix-loughran,United States of America,US,USA,SILVER,0,1,0,0
1924,chamonix-1924,Figure skating,Individual women,Women,Athlete,,Ethel MUCKELT,https://olympics.com/en/athletes/ethel-muckelt,Great Britain,GB,GBR,BRONZE,0,0,1,0
1924,chamonix-1924,Figure skating,Pairs mixed,Mixed,GameTeam,Austria team,Helene ENGELMANN,https://olympics.com/en/athletes/helene-engelmann,Austria,AT,AUT,GOLD,1,0,0,1
1924,chamonix-1924,Figure skating,Pairs mixed,Mixed,GameTeam,Austria team,Alfred BERGER,https://olympics.com/en/athletes/alfred-berger,Austria,AT,AUT,GOLD,1,0,0,1
1924,chamonix-1924,Figure skating,Pairs mixed,Mixed,GameTeam,Finland team,Ludovika Jakobsson-Eilers,,Finland,FI,FIN,SILVER,0,1,0,1
1924,chamonix-1924,Figure skating,Pairs mixed,Mixed,GameTeam,Finland team,Walter JAKOBSSON,https://olympics.com/en/athletes/walter-jakobsson,Finland,FI,FIN,SILVER,0,1,0,1
1924,chamonix-1924,Figure skating,Pairs mixed,Mixed,GameTeam,France team #1,Andrée BRUNET,https://olympics.com/en/athletes/andree-brunet,France,FR,FRA,BRONZE,0,0,1,1
1924,chamonix-1924,Figure skating,Pairs mixed,Mixed,GameTeam,France team #1,Pierre BRUNET,https://olympics.com/en/athletes/pierre-brunet-1,France,FR,FRA,BRONZE,0,0,1,1
1924,chamonix-1924,Figure skating,Individual men,Men,Athlete,,Gillis GRAFSTRÖM,https://olympics.com/en/athletes/gillis-grafstrom,Sweden,SE,SWE,GOLD,1,0,0,0
1924,chamonix-1924,Figure skating,Individual men,Men,Athlete,,Willy BÖCKL,https://olympics.com/en/athletes/willy-bockl,Austria,AT,AUT,SILVER,0,1,0,0
1924,chamonix-1924,Figure skating,Individual men,Men,Athlete,,Georges GAUTSCHI,https://olympics.com/en/athletes/georges-gautschi,Switzerland,CH,SUI,BRONZE,0,0,1,0
1924,chamonix-1924,Ice Hockey,ice hockey men,Men,GameTeam,Canada team,Canada team,,Canada,CA,CAN,GOLD,1,0,0,1
1924,chamonix-1924,Ice Hockey,ice hockey men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,SILVER,0,1,0,1
1924,chamonix-1924,Ice Hockey,ice hockey men,Men,GameTeam,Great Britain team,Great Britain team,,Great Britain,GB,GBR,BRONZE,0,0,1,1
1924,chamonix-1924,Military Patrol,Military Patrol men,Men,GameTeam,Switzerland team,Switzerland team,,Switzerland,CH,SUI,GOLD,1,0,0,1
1924,chamonix-1924,Military Patrol,Military Patrol men,Men,GameTeam,Finland team,Finland team,,Finland,FI,FIN,SILVER,0,1,0,1
1924,chamonix-1924,Military Patrol,Military Patrol men,Men,GameTeam,France team,France team,,France,FR,FRA,BRONZE,0,0,1,1
1924,chamonix-1924,Bobsleigh,four-man men,Men,GameTeam,Switzerland team #1,Switzerland team #1,,Switzerland,CH,SUI,GOLD,1,0,0,1
1924,chamonix-1924,Bobsleigh,four-man men,Men,GameTeam,Great Britain team #1,Great Britain team #1,,Great Britain,GB,GBR,SILVER,0,1,0,1
1924,chamonix-1924,Bobsleigh,four-man men,Men,GameTeam,Belgium team #1,Belgium team #1,,Belgium,BE,BEL,BRONZE,0,0,1,1
1920,antwerp-1920,Rugby,rugby men,Men,GameTeam,United States team,United States team,,United States of America,US,USA,GOLD,1,0,0,1
1920,antwerp-1920,Rugby,rugby men,Men,GameTeam,France team,France team,,France,FR,FRA,SILVER,0,1,0,1
1920,antwerp-1920,Boxing,7257  7938kg lightheavyweight men,Men,Athlete,,Edward EAGAN,https://olympics.com/en/athletes/edward-eagan,United States of America,US,USA,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,7257  7938kg lightheavyweight men,Men,Athlete,,Sverre SÖRSDAL,https://olympics.com/en/athletes/sverre-sorsdal,Norway,NO,NOR,SILVER,0,1,0,0
1920,antwerp-1920,Boxing,7257  7938kg lightheavyweight men,Men,Athlete,,Harry Franks,,Great Britain,GB,GBR,BRONZE,0,0,1,0
1920,antwerp-1920,Boxing,508  5352kg bantamweight men,Men,Athlete,,Clarence Leonard WALKER,https://olympics.com/en/athletes/clarence-leonard-walker,South Africa,ZA,RSA,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,508  5352kg bantamweight men,Men,Athlete,,Cliff Graham,,Canada,CA,CAN,SILVER,0,1,0,0
1920,antwerp-1920,Boxing,508  5352kg bantamweight men,Men,Athlete,,James MCKENZIE,https://olympics.com/en/athletes/james-mckenzie-1,Great Britain,GB,GBR,BRONZE,0,0,1,0
1920,antwerp-1920,Boxing,6668  7257kg middleweight men,Men,Athlete,,Harry William MALLIN,https://olympics.com/en/athletes/harry-william-mallin,Great Britain,GB,GBR,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,6668  7257kg middleweight men,Men,Athlete,,Art Prud'homme,,Canada,CA,CAN,SILVER,0,1,0,0
1920,antwerp-1920,Boxing,6668  7257kg middleweight men,Men,Athlete,,Montgomery Hart HERSCOVITCH,https://olympics.com/en/athletes/montgomery-hart-herscovitch,Canada,CA,CAN,BRONZE,0,0,1,0
1920,antwerp-1920,Boxing,5715  6124kg lightweight men,Men,Athlete,,Samuel MOSBERG,https://olympics.com/en/athletes/samuel-mosberg,United States of America,US,USA,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,5715  6124kg lightweight men,Men,Athlete,,Gotfred JOHANSEN,https://olympics.com/en/athletes/gotfred-johansen,Denmark,DK,DEN,SILVER,0,1,0,0
1920,antwerp-1920,Boxing,5715  6124kg lightweight men,Men,Athlete,,Clarence NEWTON,https://olympics.com/en/athletes/clarence-newton,Canada,CA,CAN,BRONZE,0,0,1,0
1920,antwerp-1920,Boxing,5352  5715kg featherweight men,Men,Athlete,,Paul FRITSCH,https://olympics.com/en/athletes/paul-fritsch,France,FR,FRA,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,5352  5715kg featherweight men,Men,Athlete,,Jean GACHET,https://olympics.com/en/athletes/jean-gachet,France,FR,FRA,SILVER,0,1,0,0
1920,antwerp-1920,Boxing,5352  5715kg featherweight men,Men,Athlete,,Edoardo GARZENA,https://olympics.com/en/athletes/edoardo-garzena,Italy,IT,ITA,BRONZE,0,0,1,0
1920,antwerp-1920,Boxing,508kg flyweight men,Men,Athlete,,Frank DI GENARO,https://olympics.com/en/athletes/frank-di-genaro,United States of America,US,USA,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,508kg flyweight men,Men,Athlete,,Anders Pedersen,,Denmark,DK,DEN,SILVER,0,1,0,0
1920,antwerp-1920,Boxing,508kg flyweight men,Men,Athlete,,William CUTHBERTSON,https://olympics.com/en/athletes/william-cuthbertson,Great Britain,GB,GBR,BRONZE,0,0,1,0
1920,antwerp-1920,Boxing,6124  6668kg welterweight men,Men,Athlete,,Julius Gustav Albert SCHNEIDER,https://olympics.com/en/athletes/julius-gustav-albert-schneider,Canada,CA,CAN,GOLD,1,0,0,0
1920,antwerp-1920,Boxing,6124  6668kg welterweight men,Men,Athlete,,Alex Ireland,,Great Britain,GB,GBR,SILVER,0,1,0,0
